alert_id,company_id,group_id,event,severity,direction,month_detected,month_evident,lead_time_months,trigger_signal,score_before,score_after,status,message
ALERT_00196,COMP_0594,GROUP_0090,level_shift_up,watch,up,2025-10,,,D3,63.1719440757,72.7760894686,resolved,"escalon al alza en el nivel del score: el nivel sube 9,6 puntos: mediana de los 3 ultimos meses 72,8 frente a 63,2 de los 6 anteriores (sana)."
ALERT_00197,COMP_0618,GROUP_0013,regime_deteriorating,review,down,2025-10,2026-02,4,P4,79.0383452065,73.6960292603,open,"deterioro confirmado dos meses seguidos: el score cae 5,3 puntos desde 2025-07: de 79,0 a 73,7 (sana)."
ALERT_00198,COMP_0636,GROUP_0037,level_shift_up,watch,up,2025-10,,,L1,62.8571509872,75.0736187339,resolved,"escalon al alza en el nivel del score: el nivel sube 12,2 puntos: mediana de los 3 ultimos meses 75,1 frente a 62,9 de los 6 anteriores (sana)."
ALERT_00199,COMP_0647,GROUP_0126,level_shift_up,watch,up,2025-10,,,L1,79.8847327348,88.1267887604,resolved,"escalon al alza en el nivel del score: el nivel sube 8,2 puntos: mediana de los 3 ultimos meses 88,1 frente a 79,9 de los 6 anteriores (excepcionalmente solida)."
ALERT_00200,COMP_0666,GROUP_0013,regime_deteriorating,watch,down,2025-10,,,L1,71.5430500628,70.104440692,open,"deterioro confirmado dos meses seguidos: el score cae 1,4 puntos desde 2025-07: de 71,5 a 70,1 (sana)."
ALERT_00201,COMP_0696,GROUP_0017,regime_improving,review,up,2025-10,,,L1,67.4440388517,73.737542293,resolved,"mejora confirmada dos meses seguidos: el score sube 6,3 puntos desde 2025-07: de 67,4 a 73,7 (sana)."
ALERT_00202,COMP_0798,GROUP_0057,regime_improving,watch,up,2025-10,,,L1,89.6151758998,92.611423876,resolved,"mejora confirmada dos meses seguidos: el score sube 3,0 puntos desde 2025-08: de 89,6 a 92,6 (excepcionalmente solida)."
ALERT_00203,COMP_0808,GROUP_0015,regime_improving,watch,up,2025-10,,,P1,78.2949659538,81.6434731163,resolved,"mejora confirmada dos meses seguidos: el score sube 3,3 puntos desde 2025-07: de 78,3 a 81,6 (excepcionalmente solida)."
ALERT_00204,COMP_0813,GROUP_0155,regime_improving,watch,up,2025-10,,,A1,49.9270561101,53.2220057494,resolved,"mejora confirmada dos meses seguidos: el score sube 3,3 puntos desde 2025-08: de 49,9 a 53,2 (vigilar)."
ALERT_00205,COMP_0827,GROUP_0078,level_shift_down,review,down,2025-10,2025-11,1,L3,58.3065142487,40,resolved,"escalon a la baja en el nivel del score: el nivel cae 18,3 puntos: mediana de los 3 ultimos meses 40,0 frente a 58,3 de los 6 anteriores (vigilar)."
ALERT_00206,COMP_0846,GROUP_0141,level_shift_up,watch,up,2025-10,,,C1,65.5997002469,78.0543175979,resolved,"escalon al alza en el nivel del score: el nivel sube 12,5 puntos: mediana de los 3 ultimos meses 78,1 frente a 65,6 de los 6 anteriores (excepcionalmente solida)."
ALERT_00207,COMP_0861,GROUP_0226,regime_deteriorating,watch,down,2025-10,2025-12,2,A2,66.5172013563,64.2091579529,resolved,"deterioro confirmado dos meses seguidos: el score cae 2,3 puntos desde 2025-07: de 66,5 a 64,2 (sana)."
ALERT_00208,COMP_0868,GROUP_0096,level_shift_up,watch,up,2025-10,,,L1,66.2805073054,75.3382395168,resolved,"escalon al alza en el nivel del score: el nivel sube 9,1 puntos: mediana de los 3 ultimos meses 75,3 frente a 66,3 de los 6 anteriores (sana)."
ALERT_00209,COMP_0884,GROUP_0222,regime_improving,watch,up,2025-10,,,C3,51.655269139,55.065462801,resolved,"mejora confirmada dos meses seguidos: el score sube 3,4 puntos desde 2025-07: de 51,7 a 55,1 (vigilar)."
ALERT_00210,COMP_1003,GROUP_0132,level_shift_down,review,down,2025-10,,,A2,40.9933587913,32.7933147312,resolved,"escalon a la baja en el nivel del score: el nivel cae 8,2 puntos: mediana de los 3 ultimos meses 32,8 frente a 41,0 de los 6 anteriores (tension)."
ALERT_00211,COMP_1003,GROUP_0132,regime_deteriorating,review,down,2025-10,,,A2,38.8873933265,28.8533420261,resolved,"deterioro confirmado dos meses seguidos: el score cae 10,0 puntos desde 2025-08: de 38,9 a 28,9 (tension)."
ALERT_00212,COMP_1037,GROUP_0081,cap_DEBTSTOP,urgent,down,2025-10,2025-11,1,DEBTSTOP,71.6233461497,50,resolved,"dos meses sin amortizar deuda que venia pagando: el techo recorta 21,6 puntos, de 71,6 sin techo a 50,0 (vigilar)."
ALERT_00213,COMP_1042,GROUP_0012,regime_deteriorating,watch,down,2025-10,,,L2,59.1726931867,57.5459683174,open,"deterioro confirmado dos meses seguidos: el score cae 1,6 puntos desde 2025-07: de 59,2 a 57,5 (vigilar)."
ALERT_00214,COMP_1052,GROUP_0222,regime_deteriorating,watch,down,2025-10,,,L1,49.2479261316,45.8831376832,resolved,"deterioro confirmado dos meses seguidos: el score cae 3,4 puntos desde 2025-07: de 49,2 a 45,9 (vigilar)."
ALERT_00215,COMP_1058,GROUP_0124,level_shift_down,review,down,2025-10,,,L1,63.4441313561,54.6989800344,resolved,"escalon a la baja en el nivel del score: el nivel cae 8,7 puntos: mediana de los 3 ultimos meses 54,7 frente a 63,4 de los 6 anteriores (vigilar)."
ALERT_00216,COMP_1072,GROUP_0081,regime_deteriorating,review,down,2025-10,2026-02,4,L1,48.9872335606,42.171571725,resolved,"deterioro confirmado dos meses seguidos: el score cae 6,8 puntos desde 2025-07: de 49,0 a 42,2 (vigilar)."
ALERT_00217,COMP_1074,GROUP_0238,regime_deteriorating,watch,down,2025-10,2025-11,1,A2,66.1141363576,62.4493895454,open,"deterioro confirmado dos meses seguidos: el score cae 3,7 puntos desde 2025-07: de 66,1 a 62,4 (sana)."
ALERT_00218,COMP_1086,GROUP_0193,level_shift_up,watch,up,2025-10,,,L3,67.1575432856,81.2851572431,resolved,"escalon al alza en el nivel del score: el nivel sube 14,1 puntos: mediana de los 3 ultimos meses 81,3 frente a 67,2 de los 6 anteriores (excepcionalmente solida)."
ALERT_00219,COMP_1170,GROUP_0090,level_shift_down,review,down,2025-10,,,L1,46.7669954872,33.7305923111,resolved,"escalon a la baja en el nivel del score: el nivel cae 13,0 puntos: mediana de los 3 ultimos meses 33,7 frente a 46,8 de los 6 anteriores (tension)."
ALERT_00220,COMP_1173,GROUP_0202,regime_improving,watch,up,2025-10,,,P1,84.3116609555,86.8847001431,resolved,"mejora confirmada dos meses seguidos: el score sube 2,6 puntos desde 2025-07: de 84,3 a 86,9 (excepcionalmente solida)."
ALERT_00221,COMP_1188,GROUP_0004,regime_deteriorating,watch,down,2025-10,2026-02,4,L3,68.1029135579,64.736846361,resolved,"deterioro confirmado dos meses seguidos: el score cae 3,4 puntos desde 2025-07: de 68,1 a 64,7 (sana)."
ALERT_00222,COMP_1210,GROUP_0015,regime_deteriorating,review,down,2025-10,,,L5,88.7932450556,78.940387762,resolved,"deterioro confirmado dos meses seguidos: el score cae 9,9 puntos desde 2025-07: de 88,8 a 78,9 (sana)."
ALERT_00223,COMP_1245,GROUP_0022,regime_deteriorating,review,down,2025-10,,,D2,68.16438128,59.0642837047,resolved,"deterioro confirmado dos meses seguidos: el score cae 9,1 puntos desde 2025-07: de 68,2 a 59,1 (vigilar)."
ALERT_00224,COMP_1256,GROUP_0079,level_shift_down,review,down,2025-10,,,L1,67.1744331228,50.9241512545,resolved,"escalon a la baja en el nivel del score: el nivel cae 16,3 puntos: mediana de los 3 ultimos meses 50,9 frente a 67,2 de los 6 anteriores (vigilar)."
ALERT_00225,COMP_1274,GROUP_0213,regime_deteriorating,watch,down,2025-10,,,P2,71.0893627522,69.1836738908,open,"deterioro confirmado dos meses seguidos: el score cae 1,9 puntos desde 2025-07: de 71,1 a 69,2 (sana)."
ALERT_00226,COMP_0032,GROUP_0094,regime_deteriorating,review,down,2025-11,,,P1,76.4130584376,67.473609276,resolved,"deterioro confirmado dos meses seguidos: el score cae 8,9 puntos desde 2025-08: de 76,4 a 67,5 (sana)."
ALERT_00227,COMP_0049,GROUP_0180,cap_NEGCASH,urgent,down,2025-11,,,NEGCASH,41.4387316559,40,resolved,"caja agregada en negativo dos meses seguidos: el techo recorta 1,4 puntos, de 41,4 sin techo a 40,0 (vigilar)."
ALERT_00228,COMP_0105,GROUP_0079,regime_improving,watch,up,2025-11,,,C3,63.0910608979,67.3203731627,resolved,"mejora confirmada dos meses seguidos: el score sube 4,2 puntos desde 2025-09: de 63,1 a 67,3 (sana)."
ALERT_00229,COMP_0136,GROUP_0142,regime_deteriorating,review,down,2025-11,,,P1,33.5124020966,21.842409928,resolved,"deterioro confirmado dos meses seguidos: el score cae 11,7 puntos desde 2025-08: de 33,5 a 21,8 (tension)."
ALERT_00230,COMP_0138,GROUP_0035,level_shift_up,watch,up,2025-11,,,L1,81.3401650316,95.7767039668,resolved,"escalon al alza en el nivel del score: el nivel sube 14,4 puntos: mediana de los 3 ultimos meses 95,8 frente a 81,3 de los 6 anteriores (excepcionalmente solida)."
ALERT_00231,COMP_0151,GROUP_0101,level_shift_up,watch,up,2025-11,,,L3,78.2759972627,88.3729702293,resolved,"escalon al alza en el nivel del score: el nivel sube 10,1 puntos: mediana de los 3 ultimos meses 88,4 frente a 78,3 de los 6 anteriores (excepcionalmente solida)."
ALERT_00232,COMP_0152,GROUP_0037,regime_deteriorating,review,down,2025-11,,,P1,57.9661260957,52.0585337836,resolved,"deterioro confirmado dos meses seguidos: el score cae 5,9 puntos desde 2025-09: de 58,0 a 52,1 (vigilar)."
ALERT_00233,COMP_0229,GROUP_0101,regime_deteriorating,review,down,2025-11,,,A2,70.911644129,56.3742521815,resolved,"deterioro confirmado dos meses seguidos: el score cae 14,5 puntos desde 2025-09: de 70,9 a 56,4 (vigilar)."
ALERT_00234,COMP_0257,GROUP_0023,regime_deteriorating,review,down,2025-11,2025-12,1,L3,49.20246978,37.6245501569,resolved,"deterioro confirmado dos meses seguidos: el score cae 11,6 puntos desde 2025-08: de 49,2 a 37,6 (tension)."
ALERT_00235,COMP_0476,GROUP_0111,regime_deteriorating,review,down,2025-11,,,P1,56.9487948562,47.3529409448,resolved,"deterioro confirmado dos meses seguidos: el score cae 9,6 puntos desde 2025-08: de 56,9 a 47,4 (vigilar)."
ALERT_00236,COMP_0518,GROUP_0101,regime_improving,watch,up,2025-11,,,D4,38.3359502351,41.4365224709,resolved,"mejora confirmada dos meses seguidos: el score sube 3,1 puntos desde 2025-08: de 38,3 a 41,4 (vigilar)."
ALERT_00237,COMP_0533,GROUP_0079,cap_SSMISS,urgent,down,2025-11,2025-12,1,SSMISS,63.5447785983,45,resolved,"dos meses sin pagar la Seguridad Social: el techo recorta 18,5 puntos, de 63,5 sin techo a 45,0 (vigilar)."
ALERT_00238,COMP_0545,GROUP_0015,regime_deteriorating,review,down,2025-11,2026-02,3,C1,59.5058509254,50.182725788,open,"deterioro confirmado dos meses seguidos: el score cae 9,3 puntos desde 2025-08: de 59,5 a 50,2 (vigilar)."
ALERT_00239,COMP_0549,GROUP_0065,regime_improving,review,up,2025-11,,,L1,81.4919447032,88.6125915672,resolved,"mejora confirmada dos meses seguidos: el score sube 7,1 puntos desde 2025-09: de 81,5 a 88,6 (excepcionalmente solida)."
ALERT_00240,COMP_0594,GROUP_0090,regime_improving,review,up,2025-11,,,D3,66.7296336886,72.7594878328,resolved,"mejora confirmada dos meses seguidos: el score sube 6,0 puntos desde 2025-08: de 66,7 a 72,8 (sana)."
ALERT_00241,COMP_0601,GROUP_0070,regime_deteriorating,review,down,2025-11,2026-04,5,P1,69.3227792132,62.3163736582,open,"deterioro confirmado dos meses seguidos: el score cae 7,0 puntos desde 2025-08: de 69,3 a 62,3 (sana)."
ALERT_00242,COMP_0674,GROUP_0112,level_shift_down,review,down,2025-11,,,L1,77.5537130171,69.1580977285,resolved,"escalon a la baja en el nivel del score: el nivel cae 8,4 puntos: mediana de los 3 ultimos meses 69,2 frente a 77,6 de los 6 anteriores (sana)."
ALERT_00243,COMP_0692,GROUP_0108,level_shift_down,review,down,2025-11,,,P1,60.5226362203,45.308631411,resolved,"escalon a la baja en el nivel del score: el nivel cae 15,2 puntos: mediana de los 3 ultimos meses 45,3 frente a 60,5 de los 6 anteriores (vigilar)."
ALERT_00244,COMP_0700,GROUP_0103,level_shift_up,watch,up,2025-11,,,L5,51.1079458819,59.3030217124,resolved,"escalon al alza en el nivel del score: el nivel sube 8,2 puntos: mediana de los 3 ultimos meses 59,3 frente a 51,1 de los 6 anteriores (sana)."
ALERT_00245,COMP_0815,GROUP_0250,regime_deteriorating,review,down,2025-11,,,L1,64.3002813201,58.0610788807,resolved,"deterioro confirmado dos meses seguidos: el score cae 6,2 puntos desde 2025-08: de 64,3 a 58,1 (vigilar)."
ALERT_00246,COMP_0819,GROUP_0250,level_shift_down,review,down,2025-11,,,P1,43.0259517436,31.8367787113,open,"escalon a la baja en el nivel del score: el nivel cae 11,2 puntos: mediana de los 3 ultimos meses 31,8 frente a 43,0 de los 6 anteriores (tension)."
ALERT_00247,COMP_0821,GROUP_0070,level_shift_up,watch,up,2025-11,,,L3,76.9984424088,88.2481590587,resolved,"escalon al alza en el nivel del score: el nivel sube 11,2 puntos: mediana de los 3 ultimos meses 88,2 frente a 77,0 de los 6 anteriores (excepcionalmente solida)."
ALERT_00248,COMP_0868,GROUP_0096,regime_improving,watch,up,2025-11,,,L1,71.9742015997,75.4808957299,resolved,"mejora confirmada dos meses seguidos: el score sube 3,5 puntos desde 2025-08: de 72,0 a 75,5 (sana)."
ALERT_00249,COMP_0869,GROUP_0228,level_shift_up,watch,up,2025-11,,,C1,50.4978117057,58.886905408,resolved,"escalon al alza en el nivel del score: el nivel sube 8,4 puntos: mediana de los 3 ultimos meses 58,9 frente a 50,5 de los 6 anteriores (sana)."
ALERT_00250,COMP_0871,GROUP_0021,regime_improving,review,up,2025-11,,,A3,51.2603270867,59.4310345875,resolved,"mejora confirmada dos meses seguidos: el score sube 8,2 puntos desde 2025-08: de 51,3 a 59,4 (vigilar)."
ALERT_00251,COMP_0879,GROUP_0108,cap_NEGCASH,urgent,down,2025-11,2025-12,1,NEGCASH,58.9015264961,40,resolved,"caja agregada en negativo dos meses seguidos: el techo recorta 18,9 puntos, de 58,9 sin techo a 40,0 (vigilar)."
ALERT_00252,COMP_0908,GROUP_0022,regime_deteriorating,watch,down,2025-11,,,A1,26.1466904824,21.7196362146,resolved,"deterioro confirmado dos meses seguidos: el score cae 4,4 puntos desde 2025-08: de 26,1 a 21,7 (tension)."
ALERT_00253,COMP_0923,GROUP_0126,level_shift_down,review,down,2025-11,,,P1,56.4647039086,45.533974863,resolved,"escalon a la baja en el nivel del score: el nivel cae 10,9 puntos: mediana de los 3 ultimos meses 45,5 frente a 56,5 de los 6 anteriores (tension)."
ALERT_00254,COMP_0923,GROUP_0126,regime_deteriorating,review,down,2025-11,,,P1,55.3372312608,31.2060183605,resolved,"deterioro confirmado dos meses seguidos: el score cae 24,1 puntos desde 2025-09: de 55,3 a 31,2 (tension)."
ALERT_00255,COMP_0926,GROUP_0217,regime_deteriorating,watch,down,2025-11,2026-05,6,A1,66.7944262358,62.8232006682,open,"deterioro confirmado dos meses seguidos: el score cae 4,0 puntos desde 2025-08: de 66,8 a 62,8 (sana)."
ALERT_00256,COMP_0950,GROUP_0082,regime_deteriorating,review,down,2025-11,2026-01,2,P1,69.0067518315,63.4110009054,open,"deterioro confirmado dos meses seguidos: el score cae 5,6 puntos desde 2025-08: de 69,0 a 63,4 (sana)."
ALERT_00257,COMP_0966,GROUP_0094,regime_deteriorating,watch,down,2025-11,2026-01,2,L1,62.7008222831,60.8100952709,open,"deterioro confirmado dos meses seguidos: el score cae 1,9 puntos desde 2025-08: de 62,7 a 60,8 (sana)."
ALERT_00258,COMP_0969,GROUP_0158,level_shift_down,review,down,2025-11,,,L2,69.3294326083,55.5908757877,open,"escalon a la baja en el nivel del score: el nivel cae 13,7 puntos: mediana de los 3 ultimos meses 55,6 frente a 69,3 de los 6 anteriores (vigilar)."
ALERT_00259,COMP_0985,GROUP_0141,level_shift_up,watch,up,2025-11,,,P1,71.5220017025,80.0931107298,resolved,"escalon al alza en el nivel del score: el nivel sube 8,6 puntos: mediana de los 3 ultimos meses 80,1 frente a 71,5 de los 6 anteriores (excepcionalmente solida)."
ALERT_00260,COMP_1008,GROUP_0220,regime_improving,watch,up,2025-11,,,P3,67.2287879996,70.4895757978,resolved,"mejora confirmada dos meses seguidos: el score sube 3,3 puntos desde 2025-08: de 67,2 a 70,5 (sana)."
ALERT_00261,COMP_1037,GROUP_0081,level_shift_down,review,down,2025-11,,,D2,75.3703468514,50,resolved,"escalon a la baja en el nivel del score: el nivel cae 25,4 puntos: mediana de los 3 ultimos meses 50,0 frente a 75,4 de los 6 anteriores (vigilar)."
ALERT_00262,COMP_1039,GROUP_0146,regime_deteriorating,review,down,2025-11,2026-04,5,P5,79.0532454941,73.2049522557,resolved,"deterioro confirmado dos meses seguidos: el score cae 5,8 puntos desde 2025-08: de 79,1 a 73,2 (sana)."
ALERT_00263,COMP_1072,GROUP_0081,level_shift_down,review,down,2025-11,2026-02,3,L1,50.8238711232,42.171571725,resolved,"escalon a la baja en el nivel del score: el nivel cae 8,7 puntos: mediana de los 3 ultimos meses 42,2 frente a 50,8 de los 6 anteriores (vigilar)."
ALERT_00264,COMP_1078,GROUP_0013,regime_improving,review,up,2025-11,,,P1,73.3031065212,78.7720186341,resolved,"mejora confirmada dos meses seguidos: el score sube 5,5 puntos desde 2025-08: de 73,3 a 78,8 (sana)."
ALERT_00265,COMP_1079,GROUP_0141,level_shift_up,watch,up,2025-11,,,L3,44.9893281328,59.1881264151,resolved,"escalon al alza en el nivel del score: el nivel sube 14,2 puntos: mediana de los 3 ultimos meses 59,2 frente a 45,0 de los 6 anteriores (sana)."
ALERT_00266,COMP_1142,GROUP_0202,level_shift_down,review,down,2025-11,2026-02,3,P2,65.5189332911,56.1215230388,resolved,"escalon a la baja en el nivel del score: el nivel cae 9,4 puntos: mediana de los 3 ultimos meses 56,1 frente a 65,5 de los 6 anteriores (vigilar)."
ALERT_00267,COMP_1165,GROUP_0108,regime_improving,review,up,2025-11,,,L3,79.6963763387,85.9931169077,resolved,"mejora confirmada dos meses seguidos: el score sube 6,3 puntos desde 2025-09: de 79,7 a 86,0 (excepcionalmente solida)."
ALERT_00268,COMP_1167,GROUP_0212,regime_improving,watch,up,2025-11,,,A2,83.0420323754,84.7483275968,resolved,"mejora confirmada dos meses seguidos: el score sube 1,7 puntos desde 2025-08: de 83,0 a 84,7 (excepcionalmente solida)."
ALERT_00269,COMP_1210,GROUP_0015,level_shift_down,review,down,2025-11,2026-01,2,L5,88.4445890512,80.1715109784,open,"escalon a la baja en el nivel del score: el nivel cae 8,3 puntos: mediana de los 3 ultimos meses 80,2 frente a 88,4 de los 6 anteriores (excepcionalmente solida)."
ALERT_00270,COMP_1212,GROUP_0118,regime_improving,watch,up,2025-11,,,L1,66.306185851,68.3643858788,resolved,"mejora confirmada dos meses seguidos: el score sube 2,1 puntos desde 2025-08: de 66,3 a 68,4 (sana)."
ALERT_00271,COMP_1232,GROUP_0237,regime_deteriorating,watch,down,2025-11,2026-04,5,D2,72.404918191,65.595149622,open,"deterioro confirmado dos meses seguidos: el score cae 6,8 puntos desde 2025-09: de 72,4 a 65,6 (sana)."
ALERT_00272,COMP_1249,GROUP_0090,level_shift_up,watch,up,2025-11,,,L1,67.7862937631,80.6527677746,resolved,"escalon al alza en el nivel del score: el nivel sube 12,9 puntos: mediana de los 3 ultimos meses 80,7 frente a 67,8 de los 6 anteriores (excepcionalmente solida)."
ALERT_00273,COMP_1269,GROUP_0019,level_shift_down,review,down,2025-11,,,D2,64.1216796513,55.0503163099,resolved,"escalon a la baja en el nivel del score: el nivel cae 9,1 puntos: mediana de los 3 ultimos meses 55,1 frente a 64,1 de los 6 anteriores (vigilar)."
ALERT_00274,COMP_1277,GROUP_0200,regime_improving,watch,up,2025-11,,,L3,79.1919277816,82.9596148757,resolved,"mejora confirmada dos meses seguidos: el score sube 3,8 puntos desde 2025-08: de 79,2 a 83,0 (excepcionalmente solida)."
ALERT_00275,COMP_1282,GROUP_0218,regime_deteriorating,watch,down,2025-11,,,P1,53.9780418167,52.9051796285,resolved,"deterioro confirmado dos meses seguidos: el score cae 1,1 puntos desde 2025-08: de 54,0 a 52,9 (vigilar)."
ALERT_00276,COMP_0055,GROUP_0131,regime_deteriorating,watch,down,2025-12,,,L5,88.1751601874,85.6701722799,resolved,"deterioro confirmado dos meses seguidos: el score cae 2,5 puntos desde 2025-09: de 88,2 a 85,7 (excepcionalmente solida)."
ALERT_00277,COMP_0065,GROUP_0139,regime_deteriorating,watch,down,2025-12,,,C5,72.8684183303,69.6196508972,open,"deterioro confirmado dos meses seguidos: el score cae 3,2 puntos desde 2025-09: de 72,9 a 69,6 (sana)."
ALERT_00278,COMP_0074,GROUP_0088,level_shift_down,review,down,2025-12,,,L3,56.6689563415,47.9013685808,resolved,"escalon a la baja en el nivel del score: el nivel cae 8,8 puntos: mediana de los 3 ultimos meses 47,9 frente a 56,7 de los 6 anteriores (vigilar)."
ALERT_00279,COMP_0087,GROUP_0065,level_shift_up,watch,up,2025-12,,,L2,68.2736587308,78.5692304563,resolved,"escalon al alza en el nivel del score: el nivel sube 10,3 puntos: mediana de los 3 ultimos meses 78,6 frente a 68,3 de los 6 anteriores (excepcionalmente solida)."
ALERT_00280,COMP_0091,GROUP_0237,regime_improving,review,up,2025-12,,,A2,52.3662249658,57.7576711692,resolved,"mejora confirmada dos meses seguidos: el score sube 5,4 puntos desde 2025-09: de 52,4 a 57,8 (vigilar)."
ALERT_00281,COMP_0137,GROUP_0217,level_shift_up,watch,up,2025-12,,,C2,40,48.8869573746,resolved,"escalon al alza en el nivel del score: el nivel sube 8,9 puntos: mediana de los 3 ultimos meses 48,9 frente a 40,0 de los 6 anteriores (vigilar)."
ALERT_00282,COMP_0138,GROUP_0035,regime_improving,review,up,2025-12,,,L1,86.9383876353,97.092255936,resolved,"mejora confirmada dos meses seguidos: el score sube 10,2 puntos desde 2025-09: de 86,9 a 97,1 (excepcionalmente solida)."
ALERT_00283,COMP_0142,GROUP_0217,cap_SSMISS,urgent,down,2025-12,2026-01,1,SSMISS,45.0177561965,45,resolved,"dos meses sin pagar la Seguridad Social: el techo recorta 0,0 puntos, de 45,0 sin techo a 45,0 (vigilar)."
ALERT_00284,COMP_0142,GROUP_0217,regime_improving,watch,up,2025-12,,,P2,42.4478368564,45,resolved,"mejora confirmada dos meses seguidos: el score sube 2,6 puntos desde 2025-09: de 42,4 a 45,0 (vigilar)."
ALERT_00285,COMP_0151,GROUP_0101,regime_improving,review,up,2025-12,,,L3,82.8039933543,89.3480060413,resolved,"mejora confirmada dos meses seguidos: el score sube 6,5 puntos desde 2025-09: de 82,8 a 89,3 (excepcionalmente solida)."
ALERT_00286,COMP_0201,GROUP_0101,regime_deteriorating,review,down,2025-12,,,A2,40.1076912461,21.1487706521,resolved,"deterioro confirmado dos meses seguidos: el score cae 19,0 puntos desde 2025-09: de 40,1 a 21,1 (tension)."
ALERT_00287,COMP_0229,GROUP_0101,level_shift_down,review,down,2025-12,,,A2,70.7439619061,56.3742521815,resolved,"escalon a la baja en el nivel del score: el nivel cae 14,4 puntos: mediana de los 3 ultimos meses 56,4 frente a 70,7 de los 6 anteriores (vigilar)."
ALERT_00288,COMP_0246,GROUP_0213,regime_improving,review,up,2025-12,,,L2,58.7032385888,64.222585739,resolved,"mejora confirmada dos meses seguidos: el score sube 5,5 puntos desde 2025-09: de 58,7 a 64,2 (sana)."
ALERT_00289,COMP_0257,GROUP_0023,cap_NEGCASH,urgent,down,2025-12,2026-01,1,NEGCASH,41.8029931451,40,open,"caja agregada en negativo dos meses seguidos: el techo recorta 1,8 puntos, de 41,8 sin techo a 40,0 (vigilar)."
ALERT_00290,COMP_0349,GROUP_0101,regime_deteriorating,review,down,2025-12,2026-06,6,C5,71.3110139412,65.1667204634,resolved,"deterioro confirmado dos meses seguidos: el score cae 6,1 puntos desde 2025-09: de 71,3 a 65,2 (sana)."
ALERT_00291,COMP_0392,GROUP_0222,regime_improving,review,up,2025-12,,,P1,63.5390857429,71.3792793967,resolved,"mejora confirmada dos meses seguidos: el score sube 7,8 puntos desde 2025-09: de 63,5 a 71,4 (sana)."
ALERT_00292,COMP_0433,GROUP_0023,regime_deteriorating,watch,down,2025-12,,,C3,82.386861224,78.362305111,resolved,"deterioro confirmado dos meses seguidos: el score cae 4,0 puntos desde 2025-10: de 82,4 a 78,4 (sana)."
ALERT_00293,COMP_0460,GROUP_0116,regime_deteriorating,review,down,2025-12,,,P1,50.5196806516,43.7590324537,resolved,"deterioro confirmado dos meses seguidos: el score cae 6,8 puntos desde 2025-09: de 50,5 a 43,8 (vigilar)."
ALERT_00294,COMP_0519,GROUP_0233,regime_deteriorating,review,down,2025-12,,,A2,63.6403249187,57.264351264,open,"deterioro confirmado dos meses seguidos: el score cae 6,4 puntos desde 2025-09: de 63,6 a 57,3 (vigilar)."
ALERT_00295,COMP_0521,GROUP_0073,regime_improving,review,up,2025-12,,,L3,73.2808444112,82.5417508988,resolved,"mejora confirmada dos meses seguidos: el score sube 9,3 puntos desde 2025-09: de 73,3 a 82,5 (excepcionalmente solida)."
ALERT_00296,COMP_0533,GROUP_0079,level_shift_down,review,down,2025-12,,,P4,58.0294475054,45,resolved,"escalon a la baja en el nivel del score: el nivel cae 13,0 puntos: mediana de los 3 ultimos meses 45,0 frente a 58,0 de los 6 anteriores (vigilar)."
ALERT_00297,COMP_0547,GROUP_0023,level_shift_down,review,down,2025-12,,,D4,67.7672751858,47.3597316065,resolved,"escalon a la baja en el nivel del score: el nivel cae 20,4 puntos: mediana de los 3 ultimos meses 47,4 frente a 67,8 de los 6 anteriores (vigilar)."
ALERT_00298,COMP_0560,GROUP_0097,cap_NEGCASH,urgent,down,2025-12,2026-01,1,NEGCASH,64.9982426203,40,resolved,"caja agregada en negativo dos meses seguidos: el techo recorta 25,0 puntos, de 65,0 sin techo a 40,0 (vigilar)."
ALERT_00299,COMP_0647,GROUP_0126,regime_improving,watch,up,2025-12,,,L1,88.1267887604,91.0869547174,resolved,"mejora confirmada dos meses seguidos: el score sube 3,0 puntos desde 2025-09: de 88,1 a 91,1 (excepcionalmente solida)."
ALERT_00300,COMP_0674,GROUP_0112,regime_deteriorating,review,down,2025-12,,,L1,72.9093926182,67.8845515587,resolved,"deterioro confirmado dos meses seguidos: el score cae 5,0 puntos desde 2025-09: de 72,9 a 67,9 (sana)."
ALERT_00301,COMP_0682,GROUP_0200,level_shift_up,watch,up,2025-12,,,L1,70.8203764367,82.2938045209,resolved,"escalon al alza en el nivel del score: el nivel sube 11,5 puntos: mediana de los 3 ultimos meses 82,3 frente a 70,8 de los 6 anteriores (excepcionalmente solida)."
ALERT_00302,COMP_0686,GROUP_0139,regime_improving,watch,up,2025-12,,,P1,63.3806984832,67.5084881267,resolved,"mejora confirmada dos meses seguidos: el score sube 4,1 puntos desde 2025-09: de 63,4 a 67,5 (sana)."
ALERT_00303,COMP_0707,GROUP_0035,regime_deteriorating,watch,down,2025-12,,,P1,61.5747936688,58.479384656,resolved,"deterioro confirmado dos meses seguidos: el score cae 3,1 puntos desde 2025-09: de 61,6 a 58,5 (vigilar)."
ALERT_00304,COMP_0779,GROUP_0108,regime_deteriorating,review,down,2025-12,,,A5,94.3578700382,88.5681668805,resolved,"deterioro confirmado dos meses seguidos: el score cae 5,8 puntos desde 2025-09: de 94,4 a 88,6 (excepcionalmente solida)."
