group_id,month,score,band,regime,delta_1m,delta_3m,outlook_6m,outlook_low,outlook_high,confidence,n_companies_scored,dispersion,weakest_company,weakest_score,strongest_company,intragroup_dependency_max
GROUP_0032,2026-07,42.2530242564,watch,stable,-0.149071777713,0.273919416156,39.406373198,30.0003325857,48.8124138103,0.463987017498,4,54.1004433083,COMP_1146,27.9586492185,COMP_0744,0.475452820098
GROUP_0032,2026-08,41.9455543572,watch,stable,-0.307469899223,-0.131365996032,41.1852882908,31.7792476785,50.5913289031,0.463987017498,4,58.2372269087,COMP_1146,22.7939127963,COMP_0744,0.504542785125
GROUP_0033,2024-09,61.8350690816,healthy,warmup,,,61.8350690816,52.4290284693,71.2411096938,0.4,1,0,COMP_0743,61.8350690816,COMP_0743,0.251353177534
GROUP_0033,2024-10,59.4246562281,watch,warmup,-2.41041285346,,59.4246562281,50.0186156158,68.8306968404,0.4,1,0,COMP_0743,59.4246562281,COMP_0743,0.310451259467
GROUP_0033,2024-11,59.0895808806,watch,warmup,-0.335075347479,,52.0885859682,42.6825453559,61.4946265805,0.394493226366,2,7.64498997544,COMP_0265,52.0636972173,COMP_0743,0.293354576474
GROUP_0033,2024-12,60.0621716724,healthy,stable,0.972590791787,-1.77289740915,57.7007667386,48.2947261263,67.1068073508,0.394493226366,2,10.2302533311,COMP_0265,50.6603843605,COMP_0743,0.292596331173
GROUP_0033,2025-01,57.4553102229,watch,stable,-2.60686144954,-1.96934600523,53.6976710298,44.2916304175,63.1037116421,0.394493226366,2,4.04868557844,COMP_0265,53.734495159,COMP_0743,0.409832296135
GROUP_0033,2025-02,57.8406737615,watch,stable,0.38536353862,-1.24890711913,54.4927855526,45.0867449403,63.8988261649,0.670198636806,2,4.33600621699,COMP_0265,53.8558058491,COMP_0743,0.452015716459
GROUP_0033,2025-03,61.8518911418,healthy,stable,4.01121738034,1.78971946942,63.4775555248,54.0715149125,72.8835961371,0.670198636806,2,11.078679531,COMP_0265,51.6703848511,COMP_0743,0.413367620067
GROUP_0033,2025-04,56.202413603,watch,stable,-5.64947753885,-1.25289661989,54.0724893492,44.6664487369,63.4785299615,0.690363146141,2,3.70766517721,COMP_0265,52.7950024381,COMP_0743,0.329526542242
GROUP_0033,2025-05,56.5546157391,watch,stable,0.352202136073,-1.28605802243,54.3683171009,44.9622764886,63.7743577132,0.690363146141,2,3.57062617567,COMP_0265,53.2731458881,COMP_0743,0.34981776214
GROUP_0033,2025-06,43.707677576,watch,stable,-12.846938163,-18.1442135658,39.5301141718,30.1240735595,48.9361547841,0.690363146141,2,13.1450706014,COMP_0743,42.643163926,COMP_0265,0.518630033221
GROUP_0033,2025-07,46.3863877234,watch,stable,2.67871014734,-9.81602587962,29.699143728,20.2931031157,39.1051843403,0.690363146141,2,2.6512393022,COMP_0743,46.1716851544,COMP_0265,0.460772214646
GROUP_0033,2025-08,59.3116720054,watch,stable,12.9252842821,2.75705626636,45.8036197283,36.3975791161,55.2096603406,0.874166753101,2,8.21371077128,COMP_0265,51.763123674,COMP_0743,0.364804242592
GROUP_0033,2025-09,60.4972863575,healthy,stable,1.18561435204,16.7896087814,65.1842820103,55.778241398,74.5903226226,0.874166753101,2,11.4122275086,COMP_0265,50.0092434598,COMP_0743,0.332782383065
GROUP_0033,2025-10,62.0196003343,healthy,stable,1.52231397689,15.633212611,69.7834016165,60.3773610042,79.1894422288,0.887609759324,2,9.52794214065,COMP_0265,53.2632496725,COMP_0743,0.360327693592
GROUP_0033,2025-11,56.0845954285,watch,stable,-5.93500490588,-3.22707657695,68.709051638,59.3030110257,78.1150922502,0.887609759324,2,2.99129732504,COMP_0265,53.3355392393,COMP_0743,0.356804979778
GROUP_0033,2025-12,57.7224913769,watch,stable,1.63789594844,-2.77479498054,64.6277086157,55.2216680034,74.033749228,0.887609759324,2,3.46084300447,COMP_0265,54.5419142402,COMP_0743,0.38649604391
GROUP_0033,2026-01,58.7050517556,watch,stable,0.982560378647,-3.31454857879,56.6788464542,47.2728058419,66.0848870665,0.887609759324,2,5.67478631286,COMP_0265,53.4898207904,COMP_0743,0.322556883276
GROUP_0033,2026-02,58.1046155008,watch,stable,-0.600436254717,2.02002007237,55.6640912271,46.2580506148,65.0701318394,0.979511562804,2,5.03176486573,COMP_0265,53.4803328424,COMP_0743,0.293858805776
GROUP_0033,2026-03,58.788197302,watch,stable,0.683581801125,1.06570592505,59.762613818,50.3565732057,69.1686544303,0.979511562804,2,7.67501858814,COMP_0265,51.734716802,COMP_0743,0.321717714376
GROUP_0033,2026-04,61.1316421148,healthy,stable,2.34344481281,2.42659035922,65.2568457255,55.8508051132,74.6628863377,0.986233065916,2,12.7772251507,COMP_0265,49.3891417665,COMP_0743,0.303985081034
GROUP_0033,2026-05,60.0080134022,healthy,stable,-1.12362871261,1.90339790134,63.1185444577,53.7125038454,72.52458507,0.986233065916,2,14.8099308592,COMP_0265,46.3974198484,COMP_0743,0.421709862361
GROUP_0033,2026-06,59.7084490021,watch,stable,-0.299564400029,0.920251700181,61.3697251016,51.9636844893,70.7757657139,0.986233065916,2,13.8427845266,COMP_0265,46.9866803704,COMP_0743,0.376218696735
GROUP_0033,2026-07,56.6965862994,watch,stable,-3.0118627027,-4.43505581534,55.260396514,45.8543559017,64.6664371263,0.986233065916,2,12.0304433838,COMP_0265,45.6403918631,COMP_0743,0.320040847815
GROUP_0033,2026-08,61.1058672451,healthy,stable,4.40928094564,1.09785384291,61.0730042862,51.6669636739,70.4790448985,0.986233065916,2,18.6045286013,COMP_0265,44.0079699315,COMP_0743,0.482391308262
GROUP_0034,2026-01,76.01078283,healthy,warmup,,,76.01078283,66.6047422177,85.4168234423,0.371111111111,1,0,COMP_0406,76.01078283,COMP_0406,
GROUP_0034,2026-02,76.2344330856,healthy,warmup,0.22365025562,,76.2344330856,66.8283924733,85.6404736979,0.371111111111,1,0,COMP_0406,76.2344330856,COMP_0406,
GROUP_0034,2026-03,71.4364820756,healthy,warmup,-4.79795100997,,59.772015152,50.3659745397,69.1780557643,0.371111111111,1,0,COMP_0406,71.4364820756,COMP_0406,
GROUP_0034,2026-04,74.9621390147,healthy,stable,3.52565693911,-1.04864381524,72.4486168314,63.0425762191,81.8546574437,0.371111111111,1,0,COMP_0406,74.9621390147,COMP_0406,
GROUP_0034,2026-05,74.2954274346,healthy,stable,-0.666711580103,-1.93900565097,71.5797134297,62.1736728175,80.985754042,0.371111111111,1,0,COMP_0406,74.2954274346,COMP_0406,
GROUP_0034,2026-06,78.6175469541,healthy,stable,4.32211951944,7.18106487844,79.7581632577,70.3521226454,89.16420387,0.649444444444,1,0,COMP_0406,78.6175469541,COMP_0406,
GROUP_0034,2026-07,81.064544925,solid,stable,2.44699797093,6.10240591026,90.3858351703,80.979794558,99.7918757826,0.649444444444,1,0,COMP_0406,81.064544925,COMP_0406,
GROUP_0034,2026-08,68.6213372095,healthy,stable,-12.4432077155,-5.67409022512,77.9426274548,68.5365868425,87.3486680671,0.649444444444,1,0,COMP_0406,68.6213372095,COMP_0406,
GROUP_0035,2024-09,59.9641619096,watch,warmup,,,59.9641619096,50.5581212973,69.3702025219,0.38432824404,12,47.6214421641,COMP_0685,32.5372193803,COMP_0405,0.357673771151
GROUP_0035,2024-10,58.8488337949,watch,warmup,-1.11532811464,,58.8488337949,49.4427931826,68.2548744072,0.38432824404,12,44.4674582089,COMP_0685,32.7778796146,COMP_0405,0.381778688838
GROUP_0035,2024-11,59.060110044,watch,warmup,0.211276249027,,56.7547777866,47.3487371744,66.1608183989,0.384246466637,13,49.1812607588,COMP_0685,31.8110537861,COMP_0405,0.430867213379
GROUP_0035,2024-12,60.1480910538,healthy,stable,1.08798100983,0.183929144213,60.8431852614,51.4371446491,70.2492258737,0.384246466637,13,47.0131908546,COMP_0685,33.6761216788,COMP_0405,0.334996505424
GROUP_0035,2025-01,60.6653755526,healthy,stable,0.517284498797,1.81654175765,62.5232054595,53.1171648472,71.9292460718,0.384246466637,13,38.8148698605,COMP_0685,38.1361802544,COMP_0405,0.389170295908
GROUP_0035,2025-02,60.3047681208,healthy,stable,-0.360607431738,1.24465807689,61.3822769909,51.9762363786,70.7883176032,0.672166746214,13,40.8244097185,COMP_0685,37.292707796,COMP_0405,0.451474586878
GROUP_0035,2025-03,62.9041930054,healthy,stable,2.5994248846,2.75610195166,66.2172990155,56.8112584032,75.6233396278,0.672166746214,13,44.2097769184,COMP_0685,36.6196939648,COMP_0138,0.493796124392
GROUP_0035,2025-04,64.2685718345,healthy,improving,1.364378829,3.60319628187,69.5221848298,60.1161442175,78.9282254421,0.672431316614,13,44.6841070547,COMP_0685,36.8789361988,COMP_0138,0.480985116175
GROUP_0035,2025-05,62.6304622655,healthy,improving,-1.63810956894,2.32569414466,66.5841423114,57.1781016992,75.9901829237,0.672431316614,13,42.5085591384,COMP_0685,37.6648693656,COMP_0138,0.448380155647
GROUP_0035,2025-06,62.5900860485,healthy,improving,-0.040376217054,-0.314106956993,65.0955716074,55.6895309951,74.5016122197,0.672431316614,13,49.9264608829,COMP_0685,34.7070974401,COMP_0138,0.44473506068
GROUP_0035,2025-07,64.4825702027,healthy,stable,1.89248415422,0.213998368219,67.3963505604,57.9903099481,76.8023911727,0.672431316614,13,45.2422437863,COMP_0685,37.9295162076,COMP_0405,0.455278941245
GROUP_0035,2025-08,63.6096248943,healthy,stable,-0.872945308372,0.97916262879,63.9734221203,54.567381508,73.3794627326,0.864378169666,13,53.0471640576,COMP_0685,30.8501081153,COMP_0405,0.442779744008
GROUP_0035,2025-09,66.5041819441,healthy,stable,2.89455704982,3.91409589567,68.784504256,59.3784636437,78.1905448683,0.864378169666,13,65.744261954,COMP_0685,30.4881074819,COMP_0138,0.446657125886
GROUP_0035,2025-10,67.3390745706,healthy,stable,0.834892626509,2.85650436796,72.1951319962,62.7890913839,81.6011726084,0.864554549932,13,66.0537510761,COMP_0685,31.2695681405,COMP_0138,0.633401373687
GROUP_0035,2025-11,67.7711424145,healthy,stable,0.432067843862,4.16151752019,72.9262523552,63.5202117429,82.3322929675,0.780325631794,14,63.8148236717,COMP_0685,33.1865322277,COMP_0138,0.484645401948
GROUP_0035,2025-12,67.8472425259,healthy,stable,0.0761001114143,1.34306058179,72.040172096,62.6341314837,81.4462127083,0.780325631794,14,61.4869691694,COMP_0685,35.7918963857,COMP_0138,0.432270119586
GROUP_0035,2026-01,68.2595552327,healthy,stable,0.412312706774,0.92048066205,70.5427582217,61.1367176094,79.948798834,0.780325631794,14,61.1369553943,COMP_0685,36.0084110647,COMP_0138,0.434109951603
GROUP_0035,2026-02,67.9082913969,healthy,stable,-0.351263835829,0.13714898236,69.3404830386,59.9344424263,78.7465236509,0.861119884868,14,61.5021333315,COMP_0685,35.2331094512,COMP_0138,0.476689883095
GROUP_0035,2026-03,67.0625829712,healthy,stable,-0.845708425649,-0.784659554704,67.2957362412,57.8896956289,76.7017768535,0.861119884868,14,62.9848639199,COMP_0685,34.2810034331,COMP_0138,0.465811007606
GROUP_0035,2026-04,68.1975366138,healthy,stable,1.13495364262,-0.0620186188533,68.4306898838,59.0246492716,77.8367304961,0.900576009158,14,62.5616915117,COMP_0685,34.4854320765,COMP_0138,0.426486079593
GROUP_0035,2026-05,68.4201717792,healthy,stable,0.222635165422,0.511880382397,68.8667967413,59.4607561291,78.2728373536,0.900576009158,14,67.2784363461,COMP_0197,29.5554997175,COMP_0138,0.370173350642
GROUP_0035,2026-06,69.1082141273,healthy,stable,0.688042348054,2.0456311561,69.9784107774,60.5723701651,79.3844513897,0.900576009158,14,67.945512121,COMP_0197,28.8725571357,COMP_0138,0.410163035487
GROUP_0035,2026-07,69.3773016202,healthy,stable,0.269087492911,1.17976500639,71.3829021311,61.9768615188,80.7889427434,0.900576009158,14,59.4443738746,COMP_0685,37.7789953815,COMP_0138,0.487780641623
GROUP_0035,2026-08,67.8321693177,healthy,stable,-1.5451323025,-0.588002461532,69.8377698286,60.4317292163,79.2438104409,0.900576009158,14,62.8552015802,COMP_0685,33.9583512753,COMP_0138,0.52176299714
GROUP_0036,2024-09,40.3867110232,watch,warmup,,,40.3867110232,30.9806704109,49.7927516355,0.323111111111,1,0,COMP_0357,40.3867110232,COMP_0357,
GROUP_0036,2024-10,38.0522133557,stress,warmup,-2.33449766757,,38.0522133557,28.6461727434,47.4582539679,0.323111111111,1,0,COMP_0357,38.0522133557,COMP_0357,
GROUP_0036,2024-11,33.5668691745,stress,warmup,-4.48534418116,,16.1762724602,6.77023184796,25.5823130725,0.323111111111,1,0,COMP_0357,33.5668691745,COMP_0357,
GROUP_0036,2024-12,38.2257116488,stress,stable,4.65884247425,-2.16099937447,30.4358931282,21.0298525159,39.8419337404,0.323111111111,1,0,COMP_0357,38.2257116488,COMP_0357,
GROUP_0036,2025-01,39.4403765561,stress,stable,1.2146649073,1.38816320039,39.0582986569,29.6522580446,48.4643392692,0.323111111111,1,0,COMP_0357,39.4403765561,COMP_0357,
GROUP_0036,2025-02,39.1044532854,stress,stable,-0.33592327061,5.53758411094,39.5468739328,30.1408333205,48.9529145451,0.565444444444,1,0,COMP_0357,39.1044532854,COMP_0357,
GROUP_0036,2025-03,38.535730591,stress,stable,-0.568722694428,0.31001894226,39.8773365015,30.4712958892,49.2833771138,0.565444444444,1,0,COMP_0357,38.535730591,COMP_0357,
GROUP_0036,2025-04,38.0906259298,stress,stable,-0.445104661262,-1.3497506263,38.6176581316,29.2116175193,48.0236987439,0.565444444444,1,0,COMP_0357,38.0906259298,COMP_0357,
GROUP_0036,2025-05,42.1775015778,watch,stable,4.08687564807,3.07304829238,42.7045337797,33.2984931674,52.110574392,0.565444444444,1,0,COMP_0357,42.1775015778,COMP_0357,
GROUP_0036,2025-06,39.9975161736,stress,stable,-2.17998540427,1.46178558254,40.5657985834,31.1597579711,49.9718391957,0.565444444444,1,0,COMP_0357,39.9975161736,COMP_0357,
GROUP_0036,2025-07,38.000286381,stress,stable,-1.99722979252,-0.0903395487142,37.3175950133,27.911554401,46.7236356256,0.565444444444,1,0,COMP_0357,38.000286381,COMP_0357,
GROUP_0036,2025-08,37.6688223431,stress,stable,-0.331464037937,-4.50867923472,36.7845759302,27.3785353179,46.1906165425,0.727,1,0,COMP_0357,37.6688223431,COMP_0357,
GROUP_0036,2025-09,39.6941228862,stress,stable,2.02530054314,-0.303393287312,39.1563233133,29.750282701,48.5623639255,0.727,1,0,COMP_0357,39.6941228862,COMP_0357,
GROUP_0036,2025-10,40.0049501736,watch,stable,0.310827287374,2.00466379258,38.3144835801,28.9084429678,47.7205241924,0.727,1,0,COMP_0357,40.0049501736,COMP_0357,
GROUP_0036,2025-11,37.7360692295,stress,stable,-2.26888094416,0.0672468863517,37.3991923612,27.9931517489,46.8052329735,0.727,1,0,COMP_0357,37.7360692295,COMP_0357,
GROUP_0036,2025-12,36.1223687389,stress,stable,-1.61370049054,-3.57175414733,34.4319021454,25.0258615331,43.8379427577,0.727,1,0,COMP_0357,36.1223687389,COMP_0357,
GROUP_0036,2026-01,38.0358476414,stress,stable,1.91347890245,-1.96910253225,36.064119296,26.6580786837,45.4701599083,0.727,1,0,COMP_0357,38.0358476414,COMP_0357,
GROUP_0036,2026-02,42.9347402922,watch,stable,4.89889265079,5.1986710627,43.6991752425,34.2931346302,53.1052158548,0.807777777778,1,0,COMP_0357,42.9347402922,COMP_0357,
GROUP_0036,2026-03,40.0892835753,watch,stable,-2.84545671684,3.9669148364,43.0896318663,33.683591254,52.4956724786,0.807777777778,1,0,COMP_0357,40.0892835753,COMP_0357,
GROUP_0036,2026-04,40.8896853312,watch,stable,0.800401755859,2.85383768981,45.7412094038,36.3351687916,55.1472500161,0.807777777778,1,0,COMP_0357,40.8896853312,COMP_0357,
GROUP_0036,2026-05,34.3212773256,stress,stable,-6.56840800556,-8.61346296654,38.4033262805,28.9972856682,47.8093668928,0.807777777778,1,0,COMP_0357,34.3212773256,COMP_0357,
GROUP_0036,2026-06,37.2151627272,stress,stable,2.89388540158,-2.87412084812,32.3291572854,22.9231166731,41.7351978977,0.807777777778,1,0,COMP_0357,37.2151627272,COMP_0357,
GROUP_0036,2026-07,37.7505047678,stress,stable,0.535342040611,-3.13918056336,32.462584533,23.0565439207,41.8686251453,0.807777777778,1,0,COMP_0357,37.7505047678,COMP_0357,
GROUP_0036,2026-08,37.314413206,stress,stable,-0.436091561772,2.99313588042,34.4840454294,25.0780048171,43.8900860417,0.807777777778,1,0,COMP_0357,37.314413206,COMP_0357,
GROUP_0037,2024-09,46.9549296107,watch,warmup,,,46.9549296107,37.5488889984,56.360970223,0.360527406908,6,20.0039862996,COMP_0994,43.2864438249,COMP_1168,0.376694010912
GROUP_0037,2024-10,45.5363358338,watch,warmup,-1.41859377691,,45.5363358338,36.1302952215,54.942376446,0.360527406908,6,25.5386092885,COMP_0994,41.0800445036,COMP_1168,0.428186913791
GROUP_0037,2024-11,47.3360594774,watch,warmup,1.79972364369,,48.3079406377,38.9019000254,57.71398125,0.360527406908,6,27.8140245946,COMP_0994,43.0555436057,COMP_1168,0.399342363458
GROUP_0037,2024-12,44.9205193269,watch,stable,-2.41554015054,-2.03441028377,42.4061045394,33.0000639272,51.8121451517,0.360527406908,6,30.1670681293,COMP_0994,39.859812518,COMP_1168,0.342320656199
GROUP_0037,2025-01,44.8532404289,watch,stable,-0.0672788980002,-0.683095404856,42.7282475293,33.322206917,52.1342881416,0.360527406908,6,30.5268278272,COMP_0994,39.8604904464,COMP_1168,0.408828402601
GROUP_0037,2025-02,42.7692373539,watch,stable,-2.08400307499,-4.56682212353,39.2411867921,29.8351461798,48.6472274044,0.630922962089,6,27.4717677944,COMP_0994,38.1448250571,COMP_1168,0.366602511226
GROUP_0037,2025-03,44.0505759628,watch,deteriorating,1.28133860891,-0.869943364082,42.0037815743,32.597740962,51.4098221866,0.630922962089,6,30.298658856,COMP_0847,34.2504009561,COMP_0636,0.504451234418
GROUP_0037,2025-04,43.4896776063,watch,deteriorating,-0.560898356545,-1.36356282263,40.6290959879,31.2230553756,50.0351366002,0.630922962089,6,36.5517650504,COMP_0847,30.3559269144,COMP_1168,0.484070891451
GROUP_0037,2025-05,44.5145232464,watch,deteriorating,1.02484564011,1.74528589247,44.0826588387,34.6766182264,53.488699451,0.630922962089,6,30.3659536101,COMP_0847,33.038610169,COMP_1168,0.505628322225
GROUP_0037,2025-06,43.4748459364,watch,stable,-1.03967730994,-0.575730026374,43.0429815287,33.6369409164,52.449022141,0.630922962089,6,27.6929347497,COMP_0847,38.2822559918,COMP_1168,0.648006509809
GROUP_0037,2025-07,44.084413536,watch,stable,0.609567599582,0.594735929754,45.0954646166,35.6894240043,54.5015052289,0.630922962089,6,38.8096913885,COMP_0994,39.1034910719,COMP_0636,0.536597908968
GROUP_0037,2025-08,44.8761764177,watch,stable,0.791762881646,0.36165317129,45.7182888816,36.3122482693,55.1243294939,0.811186665543,6,33.4244051025,COMP_0847,39.5174509155,COMP_0636,0.480609195289
GROUP_0037,2025-09,44.1822236198,watch,stable,-0.693952797879,0.70737768335,44.8886205536,35.4825799413,54.2946611659,0.811186665543,6,38.990332673,COMP_0847,35.853423424,COMP_0636,0.548514969853
GROUP_0037,2025-10,46.0255562032,watch,stable,1.84333258342,1.94114266719,47.5668098192,38.1607692069,56.9728504315,0.811186665543,6,36.8654925142,COMP_0847,38.1428189181,COMP_0636,0.491285219321
GROUP_0037,2025-11,47.2146700449,watch,stable,1.18911384171,2.33849362725,50.788062772,41.3820221598,60.1941033843,0.811186665543,6,36.406843031,COMP_0847,39.1586322815,COMP_0636,0.407097713371
GROUP_0037,2025-12,46.7662303395,watch,improving,-0.448439705438,2.58400671969,50.0661728737,40.6601322614,59.472213486,0.811186665543,6,34.5469887961,COMP_0847,38.176277175,COMP_0636,0.44904878716
GROUP_0037,2026-01,44.8148802525,watch,improving,-1.95135008693,-1.21067595066,46.7035993,37.2975586877,56.1096399123,0.811186665543,6,33.1598302778,COMP_0847,39.0821428229,COMP_0636,0.506247839241
GROUP_0037,2026-02,46.184155324,watch,stable,1.36927507148,-1.03051472089,46.9907925308,37.5847519185,56.3968331431,0.90131851727,6,33.9675847915,COMP_0847,40.7682411216,COMP_0636,0.3947422442
GROUP_0037,2026-03,47.7422707562,watch,stable,1.55811543213,0.976040416681,48.414961663,39.0089210507,57.8210022753,0.90131851727,6,41.4014635414,COMP_0847,36.1434629835,COMP_0636,0.560041971958
GROUP_0037,2026-04,48.7046255545,watch,shock_pending,0.962354798314,3.88974530192,50.3638942628,40.9578536505,59.7699348751,0.90131851727,6,35.9723082459,COMP_0847,39.4027517005,COMP_0636,0.388493638969
GROUP_0037,2026-05,45.043252052,watch,shock_pending,-3.66137350243,-1.14090327199,46.7025207604,37.2964801481,56.1085613727,0.90131851727,6,36.6708926593,COMP_0847,37.5270774173,COMP_0636,0.434352049382
GROUP_0037,2026-06,56.1022305472,watch,stable,11.0589784952,8.35995979106,63.0855334118,53.6794927995,72.4915740241,0.90131851727,6,40.9819659367,COMP_0847,34.1166964685,COMP_0636,0.488546568609
GROUP_0037,2026-07,56.509917804,watch,stable,0.407687256749,7.80529224949,67.0421955335,57.6361549212,76.4482361458,0.90131851727,6,42.4843239053,COMP_0847,35.5460049805,COMP_0636,0.437436225971
GROUP_0037,2026-08,53.7779398616,watch,stable,-2.73197794236,8.73468780957,60.2464156032,50.8403749909,69.6524562155,0.90131851727,6,37.3668587732,COMP_0847,37.6189220171,COMP_0636,0.335228848988
GROUP_0038,2025-05,65.0231714174,healthy,warmup,,,65.0231714174,55.6171308051,74.4292120297,0.303111111111,1,0,COMP_0989,65.0231714174,COMP_0989,
GROUP_0038,2025-06,75.0740763856,healthy,warmup,10.0509049682,,75.0740763856,65.6680357734,84.4801169979,0.316657262913,3,20.9916958845,COMP_0989,66.542791314,COMP_0650,0.140842497942
GROUP_0038,2025-07,74.5026631487,healthy,warmup,-0.571413236966,,98.6753670634,89.2693264511,100,0.316657262913,3,19.0705966461,COMP_0989,67.2509916705,COMP_0650,0.166952906028
GROUP_0038,2025-08,79.0656492373,healthy,stable,4.56298608865,14.0424778199,100,93.231329298,100,0.316657262913,3,15.1014598782,COMP_0989,68.6843667276,COMP_0650,0.13525848115
GROUP_0038,2025-09,75.4071885347,healthy,stable,-3.65846070263,0.333112149051,87.1162548329,77.7102142206,96.5222954452,0.316657262913,3,18.6981313209,COMP_0989,65.1213655307,COMP_0650,0.205635658008
GROUP_0038,2025-10,72.7462720986,healthy,stable,-2.6609164361,-1.75639105008,75.0528118329,65.6467712207,84.4588524452,0.361649906736,3,19.0083829687,COMP_0989,62.401723122,COMP_0650,0.169920947489
GROUP_0038,2025-11,74.989822533,healthy,stable,2.24355043444,-4.0758267043,73.9255392288,64.5194986165,83.3315798411,0.554150210098,3,19.6608372355,COMP_0989,64.4543272647,COMP_0650,0.171746475485
GROUP_0038,2025-12,75.1489091951,healthy,stable,0.159086662037,-0.258279339626,74.7098343177,65.3037937054,84.11587493,0.554150210098,3,17.20815362,COMP_0989,65.6346359543,COMP_0650,0.197912431005
GROUP_0038,2026-01,71.4143423866,healthy,stable,-3.73456680851,-1.33192971204,66.3234635477,56.9174229354,75.72950416,0.554150210098,3,33.3173752185,COMP_0989,50.9816424451,COMP_0650,0.149710711548
GROUP_0038,2026-02,70.1975560806,healthy,stable,-1.21678630599,-4.79226645246,65.1066772417,55.7006366294,74.512717854,0.554150210098,3,35.7184467616,COMP_0989,47.9555404124,COMP_0650,0.169427151997
GROUP_0038,2026-03,75.6669157481,healthy,stable,5.46935966753,0.518006553025,76.4782577245,67.0722171122,85.8842983368,0.554150210098,3,13.2702602042,COMP_0989,68.7586114389,COMP_0650,0.139130043201
GROUP_0038,2026-04,76.8643933605,healthy,stable,1.19747761237,5.45005097391,77.7450045006,68.3389638883,87.1510451129,0.58414530598,3,12.7298528176,COMP_0989,68.0046708781,COMP_0650,0.124074002622
GROUP_0038,2026-05,74.5316851605,healthy,stable,-2.33270819993,4.33412907997,76.7189274714,67.3128868591,86.1249680837,0.712478841554,3,18.5570609034,COMP_0989,66.4983679219,COMP_0650,0.169455160953
GROUP_0038,2026-06,74.0371084623,healthy,stable,-0.494576698213,-1.62980728577,78.0117204992,68.6056798869,87.4177611114,0.712478841554,3,23.52513754,COMP_0989,64.4321116787,COMP_0650,0.230822134346
GROUP_0038,2026-07,74.4343406859,healthy,stable,0.397232223615,-2.43005267453,74.1861122757,64.7800716634,83.592152888,0.712478841554,3,18.5018696911,COMP_0989,67.2950696009,COMP_0650,0.154855082049
GROUP_0038,2026-08,71.9050024423,healthy,stable,-2.5293382436,-2.62668271819,68.0678508705,58.6618102582,77.4738914828,0.712478841554,3,18.4639415286,COMP_0989,67.2660070801,COMP_0650,0.144387495909
GROUP_0039,2026-02,47.0542223357,watch,warmup,,,47.0542223357,37.6481817234,56.4602629479,0.331352611079,5,22.4631547389,COMP_0964,41.296056151,COMP_0619,0.505915506549
GROUP_0039,2026-03,46.8885434437,watch,warmup,-0.165678891913,,46.8885434437,37.4825028315,56.294584056,0.331352611079,5,21.1680448648,COMP_0964,42.493273172,COMP_0619,0.58170614944
GROUP_0039,2026-04,48.6064968732,watch,warmup,1.71795342943,,52.5647969438,43.1587563316,61.9708375561,0.331352611079,5,15.2090616151,COMP_0536,44.2188218121,COMP_0619,0.474380414607
GROUP_0039,2026-05,46.904808838,watch,stable,-1.7016880352,-0.149413497687,46.7985457426,37.3925051303,56.2045863549,0.331352611079,5,21.1967747266,COMP_0536,41.381594978,COMP_0619,0.463996293939
GROUP_0039,2026-06,46.3298367768,watch,stable,-0.574972061214,-0.558706666988,45.4455598086,36.0395191963,54.8516004209,0.331352611079,5,19.3408097735,COMP_0536,39.6509977278,COMP_0619,0.432615412321
GROUP_0039,2026-07,47.9290862192,watch,stable,1.59924944244,-0.677410653983,47.6750832731,38.2690426608,57.0811238854,0.579867069388,5,23.0372292878,COMP_0536,42.0144780312,COMP_0619,0.407256451873
GROUP_0039,2026-08,47.2400304646,watch,stable,-0.689055754567,0.335221626654,47.2815072199,37.8754666076,56.6875478322,0.579867069388,5,22.3249999728,COMP_0536,39.7777168333,COMP_0619,0.4011387555
GROUP_0040,2025-10,56.486617286,watch,warmup,,,56.486617286,47.0805766737,65.8926578983,0.332,1,0,COMP_0416,56.486617286,COMP_0416,0.279753820056
GROUP_0040,2025-11,59.0840167124,watch,warmup,2.59739942644,,59.0840167124,49.6779761001,68.4900573247,0.300177971323,2,17.8894683438,COMP_0416,51.2642478298,COMP_0709,0.384761816035
GROUP_0040,2025-12,59.6682484331,watch,warmup,0.584231720713,,67.7814078584,58.3753672461,77.1874484707,0.300177971323,2,15.9423797088,COMP_0416,52.6995827151,COMP_0709,0.3951421387
GROUP_0040,2026-01,60.3854457062,healthy,stable,0.717197273081,3.89882842023,65.5283029098,56.1222622975,74.9343435221,0.295596031345,3,15.0638970945,COMP_1254,52.280551644,COMP_0709,0.435414246823
GROUP_0040,2026-02,59.3856268369,watch,stable,-0.999818869369,0.301610124424,62.8738018503,53.467761238,72.2798424626,0.295596031345,3,19.1515794541,COMP_1254,48.9254933956,COMP_0709,0.422284088339
GROUP_0040,2026-03,60.8704837199,healthy,stable,1.48485688307,1.20223528678,64.1891276541,54.7830870418,73.5951682664,0.429817722821,3,15.0556715526,COMP_1254,52.4166263401,COMP_0709,0.349258581694
GROUP_0040,2026-04,66.3797163196,healthy,stable,5.50923259968,5.99427061338,69.6983602538,60.2923196415,79.1044008661,0.511193852321,3,20.1683088819,COMP_1254,52.4529009891,COMP_0709,0.312059905854
GROUP_0040,2026-05,64.1596017134,healthy,improving,-2.2201146062,4.77397487654,68.9716506225,59.5656100103,78.3776912348,0.511193852321,3,15.3795176099,COMP_1254,51.9617829698,COMP_0709,0.383786476811
