company_id,group_id,name,country,currency,erp,created_at,first_activity,last_activity,months_hist,has_invoices,has_debt,has_debt_repayment,has_lineofcredit,branch,n_banking_products,n_debt_products,n_invoices,n_transactions,op_in_12m,cash_quality
COMP_0309,GROUP_0250,Hermanos Lacalle S.A.,,EUR,distritoK,2022-04-22,2024-09-02,2026-08-17,24,True,False,False,False,no_debt,1,0,145,96,60550.15,ok
COMP_0310,GROUP_0158,Quimica Ribera S.A.,,EUR,,2023-05-02,2024-09-03,2026-08-07,24,False,False,True,False,no_invoices_no_debt,2,0,0,447,652452.65,ok
COMP_0311,GROUP_0175,Agricola Xativa S.A.,,EUR,netsuite,2025-09-23,2025-08-11,2026-08-31,13,True,False,True,False,no_debt,3,0,1820,1646,2186930.25,ok
COMP_0312,GROUP_0194,Suministros Lacalle S.A.,,EUR,,2025-07-07,2025-12-22,2026-08-07,9,False,False,True,False,no_invoices_no_debt,1,0,0,1684,149899.53,ok
COMP_0313,GROUP_0094,Transportes Moncayo S.A.,,EUR,netsuite,2024-11-07,2024-09-10,2026-08-26,24,True,False,False,False,no_debt,3,0,444,804,52168450.02,ok
COMP_0314,GROUP_0101,Construcciones Xativa y Cia. S.L.,,EUR,,2024-11-04,2024-09-16,2026-08-31,24,True,False,True,False,no_debt,9,0,1089,1123,155554.38,ok
COMP_0315,GROUP_0064,Distribuciones Iranzo y Cia. S.L.,,EUR,,2026-03-10,2025-01-14,2026-08-18,16,False,False,False,False,no_invoices_no_debt,1,0,0,38,1230651.24,ok
COMP_0316,GROUP_0150,Hermanos Herrera y Cia. S.L.,ES,EUR,sage200,2023-11-16,2024-09-01,2026-08-31,24,True,False,True,False,no_debt,4,0,781,1241,1140627.28,ok
COMP_0317,GROUP_0170,Electro Carrion y Cia. S.L.,,EUR,,2025-07-24,2025-09-02,2026-08-10,12,False,False,True,False,no_invoices_no_debt,1,0,0,51,0,low
COMP_0318,GROUP_0226,Alimentaria Doriga S.A.,,EUR,businessCentral,2025-10-07,2025-01-08,2026-08-31,20,True,False,False,False,no_debt,2,0,94,339,469691.69,ok
COMP_0319,GROUP_0184,Grupo Cardona S.A.,,EUR,,2026-03-11,2026-01-12,2026-08-31,8,False,False,False,False,no_invoices_no_debt,3,0,0,13238,14865741.18,low
COMP_0320,GROUP_0246,Electro Ebro S.L.,,EUR,businessCentral,2026-04-14,2026-01-28,2026-08-31,8,True,True,True,True,full,4,2,299,472,892900.17,ok
COMP_0321,GROUP_0159,Hermanos Salazar S.L.,,EUR,,2024-10-08,2024-09-02,2026-08-31,24,False,True,True,True,no_invoices,3,1,0,3073,10027815.3,ok
COMP_0322,GROUP_0108,Distribuciones Gallardo S.L.,,EUR,businessCentral,2024-12-09,2024-10-10,2026-08-31,23,True,False,True,False,no_debt,4,0,622,1007,3628536.37,ok
COMP_0323,GROUP_0122,Construcciones Quintana S.L.,,USD,netsuite,2026-02-24,2026-01-15,2026-08-31,8,True,False,False,False,no_debt,3,0,3318,563,8527449.16,low
COMP_0324,GROUP_0138,Transportes Jimena S.L.U.,,EUR,dynamicsAx,2026-04-08,2026-02-13,2026-08-31,7,False,False,True,False,no_invoices_no_debt,14,0,0,6261,31669094.26,ok
COMP_0325,GROUP_0101,Suministros Ribera S.L.U.,,EUR,,2024-11-04,2024-09-17,2026-04-15,20,True,False,False,False,no_debt,1,0,1,21,0,ok
COMP_0326,GROUP_0018,Agricola Doriga S.L.U.,,EUR,businessCentral,2025-09-02,2025-03-24,2026-08-31,16,True,True,True,True,full,7,10,3552,4922,10405181.8,ok
COMP_0327,GROUP_0130,Quimica Carrion S.L.U.,NL,EUR,,2025-11-19,2025-10-18,2026-06-09,9,False,False,False,False,no_invoices_no_debt,1,0,0,962,612670.39,ok
COMP_0328,GROUP_0136,Textil Ulzama S.L.,,EUR,netsuite,2026-05-26,2026-01-02,2026-08-31,8,True,False,True,False,no_debt,7,0,271,296,429980.56,ok
COMP_0329,GROUP_0161,Logistica Gallardo S.L.,,EUR,,2022-03-13,2024-09-01,2026-08-31,24,False,False,False,False,no_invoices_no_debt,3,0,0,993,1950799.89,ok
COMP_0330,GROUP_0088,Alimentaria Ribera S.L.,,EUR,sageX3,2025-02-20,2025-01-27,2026-08-31,20,True,False,False,False,no_debt,3,0,774,255,57086.72,low
COMP_0331,GROUP_0096,Grupo Fuentes S.L.,,EUR,netsuite,2023-07-03,2024-09-17,2026-08-25,16,True,False,False,False,no_debt,1,0,6,30,6733.12,ok
COMP_0332,GROUP_0149,Talleres Tudela S.L.,,EUR,m3Rosetta,2026-02-16,2025-12-19,2026-08-31,9,True,True,True,False,full,1,29,29,679,59175.92,ok
COMP_0333,GROUP_0217,Servicios Herrera S.L.,,EUR,businessCentral,2025-04-04,2025-02-06,2026-08-28,19,True,False,False,False,no_debt,1,0,28,44,14231844.14,ok
COMP_0334,GROUP_0159,Industrias Beltran S.L.U.,,EUR,,2024-09-25,2024-12-19,2026-08-31,21,False,True,True,True,no_invoices,9,1,0,8073,15127244.05,low
COMP_0335,GROUP_0214,Comercial Valverde S.L.U.,,EUR,,2025-11-14,2025-09-29,2026-08-28,12,False,False,True,False,no_invoices_no_debt,4,0,0,1641,11017876.01,ok
COMP_0336,GROUP_0211,Logistica Zubiri S.L.U.,,GBP,netsuite,2024-12-13,2025-06-12,2026-08-31,15,True,False,True,False,no_debt,10,0,2111,1984,6134173.89,ok
COMP_0337,GROUP_0022,Textil Pinilla S.L.U.,,EUR,netsuite,2024-07-29,2024-09-01,2026-04-16,18,True,False,False,False,no_debt,1,0,25,48,1017.27,ok
COMP_0338,GROUP_0088,Quimica Moncayo S.L.,,EUR,sageX3,2025-02-20,2025-01-21,2026-08-31,20,True,False,False,False,no_debt,4,0,661,779,104610.78,ok
COMP_0339,GROUP_0188,Agricola Gallardo S.L.,GB,GBP,netsuite,2024-09-17,2025-05-15,2026-08-26,16,True,False,False,False,no_debt,3,0,223,171,0,ok
COMP_0340,GROUP_0116,Hermanos Arga y Cia. S.L.,,EUR,netsuite,2023-08-17,2024-09-16,2026-08-31,24,True,True,True,True,full,5,3,175,522,11197096.18,ok
COMP_0341,GROUP_0150,Electro Beltran y Cia. S.L.,ES,EUR,sage200,2023-06-19,2024-09-02,2026-08-31,24,True,False,False,False,no_debt,8,0,1138,2206,12565877.28,ok
COMP_0342,GROUP_0079,Construcciones Yuste y Cia. S.L.,,EUR,dynamicsAx,2024-11-28,2024-10-18,2025-12-11,15,True,True,True,True,full,5,2,2445,1672,1367197.94,ok
COMP_0343,GROUP_0167,Distribuciones Zubiri y Cia. S.L.,,EUR,sageX3,2025-09-02,2025-01-01,2025-10-17,10,True,False,True,False,no_debt,5,0,4956,8055,20251960.4,ok
COMP_0344,GROUP_0211,Suministros Bierzo S.A.,,GBP,netsuite,2024-12-13,2025-06-12,2026-08-31,15,True,False,False,False,no_debt,6,0,347,354,1132908.68,ok
COMP_0345,GROUP_0069,Transportes Iranzo S.A.,,EUR,businessCentral,2026-03-20,2026-01-20,2026-08-31,8,True,False,False,False,no_debt,1,0,130,84,399970.22,low
COMP_0346,GROUP_0097,Quimica Doriga S.A.,,EUR,businessCentral,2025-02-14,2025-02-07,2026-08-04,14,True,False,False,False,no_debt,4,0,54,53,0,ok
COMP_0347,GROUP_0117,Agricola Gallardo S.A.,,EUR,,2025-10-06,2025-08-18,2026-08-31,13,True,False,False,False,no_debt,6,0,75,368,849995.8,ok
COMP_0348,GROUP_0138,Logistica Zubiri y Cia. S.L.,,EUR,dynamicsAx,2026-04-08,2026-02-21,2026-08-31,7,False,False,True,False,no_invoices_no_debt,2,0,0,257,23547.87,ok
COMP_0349,GROUP_0101,Textil Yuste y Cia. S.L.,,EUR,,2024-11-04,2024-09-01,2026-08-31,24,True,False,True,False,no_debt,4,0,852,915,500524.62,ok
COMP_0350,GROUP_0189,Grupo Aranda y Cia. S.L.,,EUR,sageX3,2024-07-24,2025-05-05,2026-08-31,16,True,False,False,False,no_debt,1,0,1314,1687,1676694.54,ok
COMP_0351,GROUP_0223,Alimentaria Beltran y Cia. S.L.,,EUR,,2026-06-22,2026-01-01,2026-08-31,8,False,True,True,True,no_invoices,28,26,0,9726,63204099.69,ok
COMP_0352,GROUP_0044,Servicios Gallardo y Cia. S.L.,,EUR,businessCentral,2026-06-19,2025-12-31,2026-08-31,9,True,False,True,False,no_debt,6,0,461,1354,2344566.45,ok
COMP_0353,GROUP_0073,Talleres Herrera y Cia. S.L.,,EUR,businessCentral,2025-11-11,2025-12-10,2026-08-28,9,True,False,False,False,no_debt,1,0,52,66,37680797.38,ok
COMP_0354,GROUP_0220,Comercial Fuentes S.A.,,EUR,navision,2024-03-21,2024-09-01,2026-08-31,24,True,True,False,True,full,10,10,832,3008,16016309.17,ok
COMP_0355,GROUP_0049,Industrias Arga S.A.,,EUR,,2026-03-09,2026-01-16,2026-08-19,7,False,False,False,False,no_invoices_no_debt,1,0,0,22,403474.3,low
COMP_0356,GROUP_0172,Textil Ulzama S.A.,,EUR,,2025-05-22,2025-03-24,2026-08-31,18,False,True,True,False,no_invoices,2,1,0,2142,588274.99,ok
COMP_0357,GROUP_0036,Logistica Gallardo S.A.,,EUR,businessOne,2023-10-11,2024-09-02,2026-08-31,24,True,False,True,False,no_debt,2,0,511,410,1001416.7,ok
COMP_0358,GROUP_0127,Agricola Duero y Cia. S.L.,,EUR,,2025-09-18,2025-07-28,2026-08-05,14,False,False,False,False,no_invoices_no_debt,2,0,0,230,105146.76,ok
COMP_0359,GROUP_0110,Quimica Yuste y Cia. S.L.,,EUR,netsuite,2022-12-29,2024-09-03,2026-08-31,24,True,False,False,False,no_debt,1,0,134,420,192251.81,ok
COMP_0360,GROUP_0138,Logistica Aranda S.L.U.,,EUR,dynamicsAx,2026-04-08,2026-02-16,2026-08-31,7,False,False,True,False,no_invoices_no_debt,10,0,0,2430,19861799.04,ok
COMP_0361,GROUP_0116,Textil Fuentes S.L.U.,,DKK,netsuite,2023-08-17,2024-09-01,2026-08-31,24,True,False,True,False,no_debt,15,0,610,4936,437675.72,ok
COMP_0362,GROUP_0142,Industrias Gallardo S.L.U.,,EUR,,2024-09-10,2024-09-02,2026-08-31,24,True,True,True,False,full,15,1,824,4138,5707217.66,low
COMP_0363,GROUP_0250,Comercial Ulzama S.L.U.,,EUR,distritoK,2022-04-22,2024-09-03,2026-08-31,24,True,False,False,False,no_debt,1,0,62,164,232101.03,ok
COMP_0364,GROUP_0195,Talleres Jimena S.L.,,EUR,businessCentral,2026-01-09,2025-09-01,2026-08-31,12,True,False,False,False,no_debt,2,0,803,1217,1046295.86,ok
COMP_0365,GROUP_0122,Servicios Ribera S.L.,,EUR,netsuite,2026-02-24,2025-12-30,2026-08-31,9,True,True,False,True,full,8,10,2787,1817,28738365.94,ok
COMP_0366,GROUP_0119,Alimentaria Herrera S.L.,,EUR,sageIntacct,2026-03-02,2026-01-12,2026-08-31,8,True,False,True,False,no_debt,4,0,78,794,345393.18,ok
COMP_0367,GROUP_0187,Grupo Lacalle S.L.,,EUR,,2024-02-13,2024-09-01,2026-08-31,24,False,False,False,False,no_invoices_no_debt,7,0,0,1274,5251284.53,ok
COMP_0368,GROUP_0016,Hermanos Duero S.L.U.,ES,EUR,businessOne,2023-09-12,2024-09-03,2026-08-31,24,True,False,False,False,no_debt,2,0,983,813,468118.23,ok
COMP_0369,GROUP_0246,Electro Gallardo S.L.U.,,EUR,businessCentral,2026-04-14,2026-01-20,2026-08-31,8,True,True,True,True,full,1,4,1299,544,12376328.18,ok
COMP_0370,GROUP_0164,Agricola Ribera S.L.U.,,GBP,netsuite,2026-01-22,2025-11-27,2026-08-31,10,True,False,False,False,no_debt,5,0,186,760,185254.28,ok
COMP_0371,GROUP_0122,Quimica Beltran S.L.U.,,EUR,netsuite,2026-02-24,2026-01-05,2026-08-31,8,True,True,False,False,full,1,1,29,56,2533.48,ok
COMP_0372,GROUP_0144,Transportes Lacalle S.L.U.,,EUR,businessCentral,2026-02-12,2025-12-22,2026-08-28,9,True,False,False,False,no_debt,1,0,319,347,108083.99,ok
COMP_0373,GROUP_0192,Suministros Duero S.L.U.,,CHF,,2025-09-29,2025-11-21,2026-08-31,10,False,False,False,False,no_invoices_no_debt,1,0,0,1943,4865461,ok
COMP_0374,GROUP_0020,Distribuciones Olmedo S.L.,,EUR,,2025-09-22,2025-11-11,2026-08-27,10,False,False,False,False,no_invoices_no_debt,1,0,0,132,399446.77,ok
COMP_0375,GROUP_0143,Construcciones Ebro S.L.,,EUR,businessCentral,2024-02-22,2025-07-29,2026-08-31,14,True,False,False,False,no_debt,1,0,52,80,924297.81,ok
COMP_0376,GROUP_0070,Electro Ulzama S.L.,ES,EUR,businessCentral,2025-06-30,2025-07-18,2026-08-31,14,True,False,True,False,no_debt,18,0,282,1602,4678900.36,ok
COMP_0377,GROUP_0009,Hermanos Lacalle S.L.,,EUR,,2025-12-05,2025-11-26,2026-08-28,10,False,False,False,False,no_invoices_no_debt,5,0,0,171,365151.73,ok
COMP_0378,GROUP_0234,Grupo Herrera S.L.U.,,EUR,businessOne,2025-10-28,2025-12-22,2026-08-31,9,True,False,False,False,no_debt,1,0,89,180,797601.64,ok
COMP_0379,GROUP_0112,Alimentaria Tudela S.L.U.,IT,EUR,businessCentral,2024-06-11,2024-09-03,2026-05-14,21,True,False,False,False,no_debt,2,0,521,557,409989.94,ok
COMP_0380,GROUP_0059,Construcciones Aranda S.L.,,EUR,businessCentral,2025-03-03,2025-02-21,2026-07-10,11,True,False,False,False,no_debt,1,0,20,36,0,ok
COMP_0381,GROUP_0079,Distribuciones Xativa S.L.,,EUR,dynamicsAx,2024-11-28,2024-10-04,2026-08-31,23,True,True,True,False,full,3,1,2266,1084,4745068.59,ok
COMP_0382,GROUP_0068,Hermanos Cardona S.L.,,EUR,businessCentral,2025-04-24,2025-04-01,2026-08-01,17,True,False,False,False,no_debt,1,0,2,30,500,ok
COMP_0383,GROUP_0078,Electro Herrera S.L.,,EUR,,2022-12-12,2024-09-01,2026-08-31,24,False,False,True,False,no_invoices_no_debt,9,0,0,454,2302612.04,ok
COMP_0384,GROUP_0094,Quimica Bierzo S.L.U.,,EUR,netsuite,2024-11-07,2024-09-09,2026-08-31,24,True,False,True,False,no_debt,4,0,3193,5369,2045691.25,ok
COMP_0385,GROUP_0145,Agricola Valverde S.L.U.,,EUR,,2025-07-14,2025-05-16,2026-08-31,16,False,True,True,True,no_invoices,17,2,0,7231,236856843.33,low
COMP_0386,GROUP_0020,Suministros Ulzama S.L.U.,,EUR,,2025-06-23,2025-07-14,2026-08-27,10,False,False,False,False,no_invoices_no_debt,1,0,0,26,82381.16,ok
COMP_0387,GROUP_0097,Transportes Lacalle S.L.U.,,EUR,businessCentral,2025-02-14,2024-12-27,2026-08-31,21,True,True,False,True,full,10,2,823,1154,11754977.1,ok
COMP_0388,GROUP_0187,Industrias Herrera S.L.,,EUR,,2024-02-13,2024-09-02,2026-08-31,24,False,False,False,False,no_invoices_no_debt,11,0,0,2181,6847243.58,ok
COMP_0389,GROUP_0150,Comercial Gallardo S.L.,,EUR,,2025-06-17,2025-04-22,2026-08-31,17,False,False,True,False,no_invoices_no_debt,4,0,0,2014,4306157.81,ok
COMP_0390,GROUP_0064,Servicios Ribera S.L.,,EUR,,2026-05-06,2025-01-01,2026-08-31,20,False,False,False,False,no_invoices_no_debt,2,0,0,103,0,ok
COMP_0391,GROUP_0042,Talleres Olmedo S.L.,,EUR,,2026-03-12,2026-01-12,2026-08-31,8,False,True,True,False,no_invoices,4,1,0,207,2069080.36,ok
COMP_0392,GROUP_0222,Grupo Lacalle S.L.,,EUR,businessCentral,2025-01-16,2025-01-03,2026-08-31,20,True,False,True,False,no_debt,2,0,1972,1692,930613.63,ok
COMP_0393,GROUP_0054,Alimentaria Quintana S.L.,,EUR,,2025-10-07,2025-10-06,2026-08-31,11,True,False,False,False,no_debt,1,0,2844,2783,11418805.87,ok
COMP_0394,GROUP_0224,Textil Bierzo S.L.U.,,EUR,sage200,2025-09-02,2025-10-03,2026-08-31,11,True,True,True,False,full,5,1,135,193,6913212.81,ok
COMP_0395,GROUP_0112,Logistica Iranzo S.L.U.,PT,EUR,businessCentral,2024-06-11,2024-09-03,2026-08-31,24,True,False,True,False,no_debt,5,0,3741,3142,563844.57,ok
COMP_0396,GROUP_0096,Comercial Herrera S.L.U.,,EUR,netsuite,2023-07-03,2024-09-03,2026-08-31,24,True,False,False,False,no_debt,1,0,195,457,272672.85,ok
COMP_0397,GROUP_0155,Industrias Lacalle S.L.U.,DE,EUR,etendo,2023-01-13,2025-03-31,2026-08-28,18,True,False,True,False,no_debt,1,0,3207,1984,84036.09,ok
COMP_0398,GROUP_0018,Transportes Doriga S.L.,,EUR,businessCentral,2025-09-02,2025-01-01,2026-05-02,17,True,False,True,False,no_debt,2,0,93,642,137793.8,ok
COMP_0399,GROUP_0115,Suministros Yuste S.L.,,EUR,,2022-11-14,2024-09-01,2026-08-31,24,False,True,True,True,no_invoices,9,1,0,19492,9501779.48,ok
COMP_0400,GROUP_0142,Grupo Navarro S.L.U.,,EUR,,2024-09-10,2024-09-01,2026-08-26,24,True,True,False,True,full,6,1,110,639,1166316.55,ok
COMP_0401,GROUP_0087,Alimentaria Beltran S.L.U.,,EUR,,2025-11-14,2025-09-22,2026-08-28,12,False,False,True,False,no_invoices_no_debt,1,0,0,401,245706.51,ok
COMP_0402,GROUP_0131,Servicios Pinilla S.L.U.,,EUR,,2025-07-22,2025-05-30,2026-08-31,16,False,True,True,True,no_invoices,9,11,0,4955,13416121.77,ok
COMP_0403,GROUP_0201,Talleres Duero S.L.U.,ES,EUR,businessCentral,2025-10-13,2025-10-13,2026-08-25,11,True,True,False,False,full,1,1,351,208,1168113.68,low
COMP_0404,GROUP_0094,Comercial Jimena S.L.,,USD,netsuite,2024-11-07,2024-10-12,2026-08-31,23,True,False,False,False,no_debt,4,0,1074,4910,1465057.77,ok
COMP_0405,GROUP_0035,Industrias Ribera S.L.,ES,EUR,businessCentral,2024-03-06,2024-09-01,2026-08-31,24,True,False,True,False,no_debt,6,0,1127,3405,2230776.6,ok
COMP_0406,GROUP_0034,Textil Moncayo S.L.,,EUR,netsuite,2026-01-09,2026-01-26,2026-08-31,8,True,True,False,False,full,14,2,4654,7940,195219023.59,ok
COMP_0407,GROUP_0067,Logistica Pinilla S.L.,,EUR,,2025-10-02,2025-01-01,2026-08-31,20,False,True,True,True,no_invoices,8,2,0,1576,645655.21,ok
COMP_0408,GROUP_0076,Agricola Herrera S.L.U.,,EUR,,2026-04-13,2026-02-19,2026-08-31,7,False,False,False,False,no_invoices_no_debt,1,0,0,132,116306.08,low
COMP_0409,GROUP_0009,Quimica Lacalle S.L.U.,,BAM,,2025-12-05,2026-01-05,2026-08-14,8,False,False,True,False,no_invoices_no_debt,6,0,0,4017,52456.99,ok
COMP_0410,GROUP_0112,Hermanos Valverde S.L.U.,PT,EUR,businessCentral,2024-06-11,2024-09-23,2026-08-27,24,True,False,False,False,no_debt,1,0,322,578,294277.46,ok
COMP_0411,GROUP_0158,Electro Bierzo S.L.U.,,EUR,,2023-05-02,2024-09-01,2026-08-31,24,False,True,True,True,no_invoices,10,5,0,13225,17296962.27,ok
COMP_0412,GROUP_0016,Construcciones Yuste S.L.U.,ES,EUR,businessOne,2023-09-12,2024-09-01,2026-08-31,24,True,False,False,False,no_debt,2,0,450,1037,196800.09,ok
COMP_0413,GROUP_0130,Distribuciones Moncayo S.L.U.,IT,EUR,,2025-11-19,2026-01-20,2026-08-31,8,False,False,True,False,no_invoices_no_debt,5,0,0,1298,4610731.45,ok
COMP_0414,GROUP_0217,Suministros Jimena S.L.,,EUR,businessCentral,2025-04-04,2025-02-03,2026-08-31,19,True,False,False,False,no_debt,1,0,1456,1797,10988981.35,ok
COMP_0415,GROUP_0204,Transportes Aranda S.L.,,EUR,netsuite,2026-06-09,2026-04-10,2026-08-31,5,True,True,False,False,full,9,8,558,608,35014474.51,ok
COMP_0416,GROUP_0040,Quimica Herrera S.L.,ES,EUR,ekon,2025-12-19,2025-10-31,2026-08-31,11,True,False,True,False,no_debt,6,0,433,783,4428038.53,ok
COMP_0417,GROUP_0092,Agricola Carrion S.L.,,EUR,,2026-07-02,2025-01-02,2026-08-31,20,False,False,False,False,no_invoices_no_debt,2,0,0,712,201787.9,ok
COMP_0418,GROUP_0070,Logistica Quintana S.L.U.,ES,EUR,businessCentral,2023-06-06,2024-09-18,2026-08-19,24,True,False,True,False,no_debt,13,0,138,693,4183868.29,ok
COMP_0419,GROUP_0152,Textil Tudela S.L.U.,,GBP,,2025-12-04,2026-02-13,2026-08-28,7,False,False,False,False,no_invoices_no_debt,2,0,0,135,0,ok
COMP_0420,GROUP_0104,Agricola Ebro y Cia. S.L.,,EUR,,2026-02-27,2026-01-20,2026-08-31,8,True,True,True,False,full,9,8,284,530,714424.47,ok
COMP_0421,GROUP_0230,Quimica Salazar y Cia. S.L.,,EUR,r3,2025-10-31,2025-09-05,2026-07-01,11,True,False,True,False,no_debt,1,0,4,20,0,ok
COMP_0422,GROUP_0018,Transportes Cardona y Cia. S.L.,,EUR,businessCentral,2025-09-02,2025-07-29,2026-08-31,13,True,False,True,False,no_debt,2,0,481,433,491802.37,ok
COMP_0423,GROUP_0162,Suministros Ulzama y Cia. S.L.,,EUR,businessOne,2022-04-06,2024-09-02,2026-08-31,24,True,False,False,False,no_debt,4,0,82,256,2084239.41,ok
COMP_0424,GROUP_0097,Distribuciones Bierzo S.A.,,EUR,businessCentral,2025-02-14,2024-12-19,2026-08-31,21,True,False,False,False,no_debt,5,0,99,363,3412532.67,ok
COMP_0425,GROUP_0097,Construcciones Ribera S.A.,,EUR,,2025-02-14,2024-12-18,2026-08-25,21,False,False,False,False,no_invoices_no_debt,1,0,0,56,1212760.13,ok
COMP_0426,GROUP_0003,Electro Quintana S.A.,,EUR,businessOne,2026-03-17,2026-01-19,2026-08-30,8,True,False,False,False,no_debt,1,0,80,59,56800,ok
COMP_0427,GROUP_0214,Hermanos Gallardo S.A.,,EUR,navision,2023-05-18,2024-09-01,2026-08-31,24,True,False,True,False,no_debt,3,0,1306,1148,1682524.12,ok
COMP_0428,GROUP_0213,Grupo Duero y Cia. S.L.,,EUR,businessCentral,2024-01-12,2024-09-01,2026-08-31,24,True,False,False,False,no_debt,1,0,1612,977,4367069.2,low
COMP_0429,GROUP_0170,Alimentaria Pinilla y Cia. S.L.,,EUR,,2025-06-10,2025-04-29,2026-08-17,17,False,False,False,False,no_invoices_no_debt,1,0,0,89,172219.05,ok
COMP_0430,GROUP_0182,Logistica Arga y Cia. S.L.,,EUR,netsuite,2025-12-09,2025-12-19,2026-08-31,9,True,False,False,False,no_debt,2,0,267,1275,833078.41,ok
COMP_0431,GROUP_0102,Textil Salazar y Cia. S.L.,,EUR,,2025-01-20,2024-11-26,2026-08-31,22,True,True,True,True,full,2,1,247,749,726054.86,ok
COMP_0432,GROUP_0095,Industrias Gallardo y Cia. S.L.,,EUR,,2025-11-26,2024-12-31,2026-08-18,21,False,False,False,False,no_invoices_no_debt,3,0,0,260,75211.24,ok
COMP_0433,GROUP_0023,Comercial Ulzama y Cia. S.L.,,EUR,sage200,2025-03-17,2024-12-30,2026-08-31,21,True,False,False,False,no_debt,5,0,245,927,42793806.24,ok
COMP_0434,GROUP_0134,Talleres Olmedo S.A.,,EUR,,2025-02-17,2025-01-01,2025-10-30,10,True,False,False,False,no_debt,2,0,8,985,631045.61,ok
COMP_0435,GROUP_0048,Servicios Arga S.A.,,EUR,businessCentral,2026-03-10,2026-01-20,2026-08-26,8,True,False,True,False,no_debt,4,0,473,985,1928939.74,ok
COMP_0436,GROUP_0048,Alimentaria Moncayo S.A.,,EUR,businessCentral,2026-03-10,2026-01-20,2026-08-31,8,True,False,False,False,no_debt,5,0,686,2443,2508605.15,ok
COMP_0437,GROUP_0199,Grupo Pinilla S.A.,ES,EUR,,2025-09-10,2025-07-16,2026-08-31,14,False,False,True,False,no_invoices_no_debt,9,0,0,1043,53157740.55,ok
COMP_0438,GROUP_0150,Hermanos Quintana y Cia. S.L.,ES,EUR,sage200,2023-06-19,2024-09-01,2026-08-31,24,True,False,False,False,no_debt,6,0,836,1315,270673.54,ok
COMP_0439,GROUP_0236,Electro Cardona y Cia. S.L.,,EUR,,2026-03-02,2026-02-27,2026-08-31,7,False,False,False,False,no_invoices_no_debt,4,0,0,715,848854.88,ok
COMP_0440,GROUP_0162,Quimica Ribera S.L.,,VND,businessOne,2022-04-06,2024-09-03,2026-05-31,21,True,False,False,False,no_debt,4,0,8,331,154228564.74,ok
COMP_0441,GROUP_0217,Agricola Olmedo S.L.,,EUR,businessCentral,2025-04-04,2025-02-03,2026-08-31,19,True,False,False,False,no_debt,3,0,978,1177,41494513.2,ok
COMP_0442,GROUP_0158,Suministros Gallardo S.L.,,EUR,,2023-05-30,2024-09-01,2026-08-31,24,False,False,False,False,no_invoices_no_debt,2,0,0,2921,2361877.25,ok
COMP_0443,GROUP_0143,Transportes Quintana S.L.,,EUR,,2026-02-09,2025-12-12,2026-08-31,9,False,False,False,False,no_invoices_no_debt,1,0,0,1568,1886309.02,ok
COMP_0444,GROUP_0042,Construcciones Fuentes S.L.U.,,EUR,,2026-03-12,2026-01-12,2026-08-31,8,False,True,True,True,no_invoices,37,23,0,4785,80084397.69,low
COMP_0445,GROUP_0199,Distribuciones Navarro S.L.U.,,GBP,,2025-09-10,2025-07-16,2026-08-31,14,False,False,False,False,no_invoices_no_debt,6,0,0,715,5006832.96,ok
COMP_0446,GROUP_0182,Hermanos Ulzama S.L.U.,,EUR,,2025-12-09,2025-10-17,2026-08-31,11,False,True,True,True,no_invoices,8,6,0,9684,25455850.61,ok
COMP_0447,GROUP_0190,Electro Yuste S.L.U.,,EUR,businessCentral,2025-09-09,2025-07-17,2026-08-31,14,True,True,True,True,full,14,11,1126,2781,6247314.19,ok
COMP_0448,GROUP_0158,Alimentaria Duero S.L.,,EUR,,2023-05-30,2024-09-02,2026-08-19,24,False,False,False,False,no_invoices_no_debt,1,0,0,330,300000,ok
COMP_0449,GROUP_0017,Grupo Yuste S.L.,ES,EUR,,2024-06-17,2024-09-02,2026-08-31,24,False,True,True,False,no_invoices,5,2,0,2893,27440657.43,ok
COMP_0450,GROUP_0202,Textil Iranzo S.L.,,EUR,businessCentral,2024-10-31,2024-09-02,2026-08-12,23,True,True,True,False,full,4,2,49,199,2890313.87,ok
COMP_0451,GROUP_0158,Logistica Xativa S.L.,,EUR,,2023-05-30,2024-09-05,2026-06-05,15,False,False,False,False,no_invoices_no_debt,1,0,0,104,1700000,ok
COMP_0452,GROUP_0103,Comercial Carrion S.L.,,EUR,,2025-03-13,2025-01-16,2026-08-31,20,False,True,True,True,no_invoices,4,1,0,1625,10800557.26,ok
COMP_0453,GROUP_0023,Industrias Moncayo S.L.,,EUR,sage200,2025-03-17,2024-12-31,2026-08-31,21,True,False,False,False,no_debt,2,0,9,162,219297.18,ok
COMP_0454,GROUP_0112,Servicios Olmedo S.L.U.,,EUR,businessCentral,2024-06-11,2024-09-03,2026-08-31,24,True,False,False,False,no_debt,1,0,311,207,227633.75,ok
COMP_0455,GROUP_0222,Talleres Arga S.L.U.,,EUR,businessCentral,2025-01-16,2024-11-29,2026-08-31,22,True,False,False,False,no_debt,2,0,594,763,248739.4,ok
COMP_0456,GROUP_0131,Grupo Herrera S.L.U.,,EUR,,2025-07-22,2025-05-30,2026-08-31,16,False,True,True,False,no_invoices,5,4,0,681,1042464.94,ok
COMP_0457,GROUP_0129,Alimentaria Carrion S.L.U.,,EUR,businessCentral,2025-04-21,2025-01-09,2026-08-31,20,True,False,True,False,no_debt,1,0,1083,1015,2924337.31,ok
