company_id,month,headline,body,watch_next,guardrail_passed
COMP_0120,2026-02,Primeros meses: 61 provisional (sana),"Solo hay 2 meses de historia, asi que la lectura es provisional y no dispara alertas. Lo que mas pesa en contra es 43 % de las facturas propias pagadas tarde (-1,0 pts frente a la mediana), seguido de deuda comercial vencida 14 % de lo recibido (-0,4 pts frente a la mediana). En el otro lado, 33 dias de colchon de caja (+0,7 pts frente a la mediana).","Vigilar 43 % de las facturas propias pagadas tarde: es el driver que marca el mes que viene, y el suelo del outlook a seis meses entra en una banda peor.",True
COMP_0120,2026-03,Primeros meses: 62 provisional (sana),"Solo hay 3 meses de historia, asi que la lectura es provisional y no dispara alertas. Lo que mas pesa en contra es 42 % de las facturas propias pagadas tarde (-0,9 pts frente a la mediana). En el otro lado, 36 dias de colchon de caja (+0,7 pts frente a la mediana).","Vigilar 42 % de las facturas propias pagadas tarde: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0120,2026-04,"Sube 1,5 puntos hasta 64 (sana)","El score cierra el mes en 63,9 puntos (+1,5 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es 40 % de las facturas propias pagadas tarde (-0,8 pts frente a la mediana). En el otro lado, 39 dias de colchon de caja (+0,8 pts frente a la mediana).","Vigilar 40 % de las facturas propias pagadas tarde: es el driver que marca el mes que viene, y el suelo del outlook a seis meses entra en una banda peor.",True
COMP_0120,2026-05,"Sube 1,7 puntos hasta 66 (sana)","El score cierra el mes en 65,6 puntos (+1,7 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es 39 % de las facturas propias pagadas tarde (-0,7 pts frente a la mediana). En el otro lado, 42 dias de colchon de caja (+1,0 pts frente a la mediana).","Vigilar 39 % de las facturas propias pagadas tarde: es el driver que marca el mes que viene, y el outlook a seis meses apunta al alza.",True
COMP_0120,2026-06,Estable en 66 (sana),"El score cierra el mes en 66,2 puntos (+0,7 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es 38 % de las facturas propias pagadas tarde (-0,6 pts frente a la mediana). En el otro lado, 42 dias de colchon de caja (+1,0 pts frente a la mediana).","Vigilar 38 % de las facturas propias pagadas tarde: es el driver que marca el mes que viene, y el outlook a seis meses apunta al alza.",True
COMP_0120,2026-07,Estable en 66 (sana),"El score cierra el mes en 66,2 puntos (-0,1 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es 38 % de las facturas propias pagadas tarde (-0,6 pts frente a la mediana). En el otro lado, 41 dias de colchon de caja (+1,0 pts frente a la mediana).","Vigilar 38 % de las facturas propias pagadas tarde: es el driver que marca el mes que viene, y el outlook a seis meses apunta al alza.",True
COMP_0120,2026-08,"Cae 7,7 puntos hasta 58 (a vigilar)","El score cierra el mes en 58,5 puntos (-7,7 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es 46 % de las facturas propias pagadas tarde (-1,4 pts frente a la mediana), seguido de 3 dias en negativo (-0,6 pts frente a la mediana). En el otro lado, 30 dias de colchon de caja (+0,5 pts frente a la mediana).","Vigilar 46 % de las facturas propias pagadas tarde: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0121,2024-09,Primeros meses: 64 provisional (sana),"Solo hay 1 meses de historia, asi que la lectura es provisional y no dispara alertas. Lo que mas pesa en contra es comisiones e intereses 2,65 % de los pagos (-1,4 pts frente a la mediana), seguido de pilar mas debil Deuda y coste de financiacion en 0,35 (-5,2 pts frente a la mediana). El pilar mas debil resta 5,2 puntos de penalizacion.","Vigilar comisiones e intereses 2,65 % de los pagos: es el driver que marca el mes que viene, y el suelo del outlook a seis meses entra en una banda peor.",True
COMP_0121,2024-10,Primeros meses: 60 provisional (a vigilar),"Solo hay 2 meses de historia, asi que la lectura es provisional y no dispara alertas. Lo que mas pesa en contra es comisiones e intereses 3,03 % de los pagos (-1,6 pts frente a la mediana), seguido de volatilidad de cobros 0,63 (-1,3 pts frente a la mediana). El pilar mas debil resta 6,9 puntos de penalizacion.","Vigilar comisiones e intereses 3,03 % de los pagos: es el driver que marca el mes que viene, y el outlook a seis meses se mantiene plano.",True
COMP_0121,2024-11,Primeros meses: 60 provisional (sana),"Solo hay 3 meses de historia, asi que la lectura es provisional y no dispara alertas. Lo que mas pesa en contra es comisiones e intereses 2,88 % de los pagos (-1,5 pts frente a la mediana), seguido de volatilidad de cobros 0,62 (-1,4 pts frente a la mediana). El pilar mas debil resta 6,2 puntos de penalizacion.","Vigilar comisiones e intereses 2,88 % de los pagos: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0121,2024-12,Estable en 60 (a vigilar),"El score cierra el mes en 59,6 puntos (-0,9 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es comisiones e intereses 2,96 % de los pagos (-1,6 pts frente a la mediana), seguido de volatilidad de cobros 0,63 (-1,4 pts frente a la mediana). El pilar mas debil resta 6,6 puntos de penalizacion.","Vigilar comisiones e intereses 2,96 % de los pagos: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0121,2025-01,Estable en 60 (sana),"El score cierra el mes en 60,3 puntos (+0,7 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es comisiones e intereses 2,92 % de los pagos (-1,6 pts frente a la mediana), seguido de volatilidad de cobros 0,61 (-1,4 pts frente a la mediana). El pilar mas debil resta 6,4 puntos de penalizacion.","Vigilar comisiones e intereses 2,92 % de los pagos: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0121,2025-02,"Sube 2,0 puntos hasta 62 (sana)","El score cierra el mes en 62,2 puntos (+2,0 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es comisiones e intereses 2,78 % de los pagos (-1,5 pts frente a la mediana), seguido de volatilidad de cobros 0,57 (-1,3 pts frente a la mediana). El pilar mas debil resta 5,8 puntos de penalizacion.","Vigilar comisiones e intereses 2,78 % de los pagos: es el driver que marca el mes que viene, y el suelo del outlook a seis meses entra en una banda peor.",True
COMP_0121,2025-03,"Cae 4,0 puntos hasta 58 (a vigilar)","El score cierra el mes en 58,2 puntos (-4,0 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es comisiones e intereses 3,39 % de los pagos (-1,8 pts frente a la mediana), seguido de volatilidad de cobros 0,63 (-1,4 pts frente a la mediana). El pilar mas debil resta 8,4 puntos de penalizacion.","Vigilar comisiones e intereses 3,39 % de los pagos: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0121,2025-04,"Sube 1,5 puntos hasta 60 (a vigilar)","El score cierra el mes en 59,7 puntos (+1,5 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es comisiones e intereses 3,20 % de los pagos (-1,7 pts frente a la mediana), seguido de volatilidad de cobros 0,57 (-1,3 pts frente a la mediana). El pilar mas debil resta 7,6 puntos de penalizacion.","Vigilar comisiones e intereses 3,20 % de los pagos: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0121,2025-05,"Sube 1,3 puntos hasta 61 (sana)","El score cierra el mes en 60,9 puntos (+1,3 frente al mes anterior), tras un bache puntual ya revertido. Lo que mas pesa en contra es comisiones e intereses 3,10 % de los pagos (-1,7 pts frente a la mediana), seguido de volatilidad de cobros 0,55 (-1,2 pts frente a la mediana). El pilar mas debil resta 7,2 puntos de penalizacion.","Vigilar comisiones e intereses 3,10 % de los pagos: es el driver que marca el mes que viene, y el suelo del outlook a seis meses entra en una banda peor.",True
COMP_0121,2025-06,"Sube 1,4 puntos hasta 62 (sana)","El score cierra el mes en 62,3 puntos (+1,4 frente al mes anterior), tras un bache puntual ya revertido. Lo que mas pesa en contra es comisiones e intereses 2,97 % de los pagos (-1,6 pts frente a la mediana), seguido de volatilidad de cobros 0,54 (-1,1 pts frente a la mediana). El pilar mas debil resta 6,6 puntos de penalizacion.","Vigilar comisiones e intereses 2,97 % de los pagos: es el driver que marca el mes que viene, y el suelo del outlook a seis meses entra en una banda peor.",True
COMP_0121,2025-07,"Cae 1,7 puntos hasta 61 (sana)","El score cierra el mes en 60,6 puntos (-1,7 frente al mes anterior), tras un bache puntual ya revertido. Lo que mas pesa en contra es comisiones e intereses 3,11 % de los pagos (-1,7 pts frente a la mediana), seguido de volatilidad de cobros 0,59 (-1,2 pts frente a la mediana). El pilar mas debil resta 7,2 puntos de penalizacion.","Vigilar comisiones e intereses 3,11 % de los pagos: es el driver que marca el mes que viene, y el suelo del outlook a seis meses entra en una banda peor.",True
COMP_0121,2025-08,Estable en 60 (sana),"El score cierra el mes en 60,3 puntos (-0,3 frente al mes anterior), tras un bache puntual ya revertido. Lo que mas pesa en contra es comisiones e intereses 3,07 % de los pagos (-1,6 pts frente a la mediana), seguido de volatilidad de cobros 0,58 (-1,2 pts frente a la mediana). El pilar mas debil resta 7,1 puntos de penalizacion.","Vigilar comisiones e intereses 3,07 % de los pagos: es el driver que marca el mes que viene, y el suelo del outlook a seis meses entra en una banda peor.",True
COMP_0121,2025-09,"Sube 4,3 puntos hasta 65 (sana)","El score cierra el mes en 64,5 puntos (+4,3 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es comisiones e intereses 2,66 % de los pagos (-1,4 pts frente a la mediana), seguido de pilar mas debil Deuda y coste de financiacion en 0,35 (-5,2 pts frente a la mediana). El pilar mas debil resta 5,2 puntos de penalizacion.","Vigilar comisiones e intereses 2,66 % de los pagos: es el driver que marca el mes que viene, y el outlook a seis meses apunta al alza.",True
COMP_0121,2025-10,"Cae 3,6 puntos hasta 61 (sana)","El score cierra el mes en 60,9 puntos (-3,6 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es comisiones e intereses 3,05 % de los pagos (-1,6 pts frente a la mediana), seguido de volatilidad de cobros 0,57 (-1,1 pts frente a la mediana). El pilar mas debil resta 7,0 puntos de penalizacion.","Vigilar comisiones e intereses 3,05 % de los pagos: es el driver que marca el mes que viene, y el suelo del outlook a seis meses entra en una banda peor.",True
COMP_0121,2025-11,"Sube 2,0 puntos hasta 63 (sana)","El score cierra el mes en 63,0 puntos (+2,0 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es comisiones e intereses 2,73 % de los pagos (-1,5 pts frente a la mediana), seguido de volatilidad de cobros 0,55 (-1,1 pts frente a la mediana). El pilar mas debil resta 5,6 puntos de penalizacion.","Vigilar comisiones e intereses 2,73 % de los pagos: es el driver que marca el mes que viene, y el suelo del outlook a seis meses entra en una banda peor.",True
COMP_0121,2025-12,"Sube 1,8 puntos hasta 65 (sana)","El score cierra el mes en 64,8 puntos (+1,8 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es comisiones e intereses 2,67 % de los pagos (-1,4 pts frente a la mediana), seguido de pilar mas debil Deuda y coste de financiacion en 0,34 (-5,3 pts frente a la mediana). El pilar mas debil resta 5,3 puntos de penalizacion.","Vigilar comisiones e intereses 2,67 % de los pagos: es el driver que marca el mes que viene, y el outlook a seis meses apunta al alza.",True
COMP_0121,2026-01,"Cae 6,1 puntos hasta 59 (a vigilar)","El score cierra el mes en 58,7 puntos (-6,1 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es comisiones e intereses 3,21 % de los pagos (-1,7 pts frente a la mediana), seguido de volatilidad de cobros 0,65 (-1,3 pts frente a la mediana). El pilar mas debil resta 7,7 puntos de penalizacion.","Vigilar comisiones e intereses 3,21 % de los pagos: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0121,2026-02,"Sube 5,7 puntos hasta 64 (sana)","El score cierra el mes en 64,4 puntos (+5,7 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es comisiones e intereses 2,65 % de los pagos (-1,4 pts frente a la mediana), seguido de pilar mas debil Deuda y coste de financiacion en 0,35 (-5,2 pts frente a la mediana). El pilar mas debil resta 5,2 puntos de penalizacion.","Vigilar comisiones e intereses 2,65 % de los pagos: es el driver que marca el mes que viene, y el suelo del outlook a seis meses entra en una banda peor.",True
COMP_0121,2026-03,"Cae 2,5 puntos hasta 62 (sana)","El score cierra el mes en 61,9 puntos (-2,5 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es comisiones e intereses 2,95 % de los pagos (-1,6 pts frente a la mediana), seguido de volatilidad de cobros 0,54 (-1,1 pts frente a la mediana). El pilar mas debil resta 6,5 puntos de penalizacion.","Vigilar comisiones e intereses 2,95 % de los pagos: es el driver que marca el mes que viene, y el suelo del outlook a seis meses entra en una banda peor.",True
COMP_0121,2026-04,"Cae 4,4 puntos hasta 58 (a vigilar)","El score cierra el mes en 57,5 puntos (-4,4 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es comisiones e intereses 3,46 % de los pagos (-1,8 pts frente a la mediana), seguido de volatilidad de cobros 0,63 (-1,3 pts frente a la mediana). El pilar mas debil resta 8,7 puntos de penalizacion.","Vigilar comisiones e intereses 3,46 % de los pagos: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0121,2026-05,Estable en 58 (a vigilar),"El score cierra el mes en 58,2 puntos (+0,6 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es comisiones e intereses 3,31 % de los pagos (-1,7 pts frente a la mediana), seguido de volatilidad de cobros 0,61 (-1,4 pts frente a la mediana). El pilar mas debil resta 8,1 puntos de penalizacion.","Vigilar comisiones e intereses 3,31 % de los pagos: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0121,2026-06,Estable en 57 (a vigilar),"El score cierra el mes en 57,2 puntos (-0,9 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es comisiones e intereses 3,35 % de los pagos (-1,8 pts frente a la mediana), seguido de volatilidad de cobros 0,63 (-1,4 pts frente a la mediana). El pilar mas debil resta 8,3 puntos de penalizacion.","Vigilar comisiones e intereses 3,35 % de los pagos: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0121,2026-07,"Sube 3,1 puntos hasta 60 (sana)","El score cierra el mes en 60,3 puntos (+3,1 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es comisiones e intereses 2,99 % de los pagos (-1,6 pts frente a la mediana), seguido de volatilidad de cobros 0,57 (-1,3 pts frente a la mediana). El pilar mas debil resta 6,7 puntos de penalizacion.","Vigilar comisiones e intereses 2,99 % de los pagos: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0121,2026-08,"Cae 1,2 puntos hasta 59 (a vigilar)","El score cierra el mes en 59,1 puntos (-1,2 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es comisiones e intereses 3,11 % de los pagos (-1,7 pts frente a la mediana), seguido de volatilidad de cobros 0,60 (-1,3 pts frente a la mediana). El pilar mas debil resta 7,2 puntos de penalizacion.","Vigilar comisiones e intereses 3,11 % de los pagos: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0122,2024-09,Primeros meses: 31 provisional (en tension),"Solo hay 1 meses de historia, asi que la lectura es provisional y no dispara alertas. Lo que mas pesa en contra es 9 dias en negativo (-5,9 pts frente a la mediana), seguido de 11 dias de colchon de caja (-4,9 pts frente a la mediana). El pilar mas debil resta 6,2 puntos de penalizacion.","Vigilar 9 dias en negativo: es el driver que marca el mes que viene, y el outlook a seis meses se mantiene plano.",True
COMP_0122,2024-10,Primeros meses: 32 provisional (en tension),"Solo hay 2 meses de historia, asi que la lectura es provisional y no dispara alertas. Lo que mas pesa en contra es 9 dias en negativo (-5,7 pts frente a la mediana), seguido de 12 dias de colchon de caja (-4,7 pts frente a la mediana). El pilar mas debil resta 5,7 puntos de penalizacion.","Vigilar 9 dias en negativo: es el driver que marca el mes que viene, y el outlook a seis meses se mantiene plano.",True
COMP_0122,2024-11,Primeros meses: 33 provisional (en tension),"Solo hay 3 meses de historia, asi que la lectura es provisional y no dispara alertas. Lo que mas pesa en contra es 9 dias en negativo (-5,7 pts frente a la mediana), seguido de 12 dias de colchon de caja (-4,6 pts frente a la mediana). El pilar mas debil resta 5,6 puntos de penalizacion.","Vigilar 9 dias en negativo: es el driver que marca el mes que viene, y el outlook a seis meses apunta al alza.",True
COMP_0122,2024-12,Estable en 34 (en tension),"El score cierra el mes en 34,1 puntos (+0,7 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es 9 dias en negativo (-5,6 pts frente a la mediana), seguido de 13 dias de colchon de caja (-4,5 pts frente a la mediana). El pilar mas debil resta 5,3 puntos de penalizacion.","Vigilar 9 dias en negativo: es el driver que marca el mes que viene, y el outlook a seis meses apunta al alza.",True
COMP_0122,2025-01,Estable en 34 (en tension),"El score cierra el mes en 34,2 puntos (+0,1 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es 9 dias en negativo (-5,6 pts frente a la mediana), seguido de 12 dias de colchon de caja (-4,5 pts frente a la mediana). El pilar mas debil resta 5,2 puntos de penalizacion.","Vigilar 9 dias en negativo: es el driver que marca el mes que viene, y el outlook a seis meses apunta al alza.",True
COMP_0122,2025-02,Estable en 33 (en tension),"El score cierra el mes en 33,4 puntos (-0,8 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es 9 dias en negativo (-5,7 pts frente a la mediana), seguido de 11 dias de colchon de caja (-4,6 pts frente a la mediana). El pilar mas debil resta 5,5 puntos de penalizacion.","Vigilar 9 dias en negativo: es el driver que marca el mes que viene, y el outlook a seis meses apunta al alza.",True
COMP_0122,2025-03,"Cae 3,3 puntos hasta 30 (en tension)","El score cierra el mes en 30,1 puntos (-3,3 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es 9 dias en negativo (-6,1 pts frente a la mediana), seguido de 10 dias de colchon de caja (-4,9 pts frente a la mediana). El pilar mas debil resta 6,6 puntos de penalizacion.","Vigilar 9 dias en negativo: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0122,2025-04,"Sube 1,5 puntos hasta 32 (en tension)","El score cierra el mes en 31,5 puntos (+1,5 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es 9 dias en negativo (-5,9 pts frente a la mediana), seguido de 11 dias de colchon de caja (-4,9 pts frente a la mediana). El pilar mas debil resta 6,1 puntos de penalizacion.","Vigilar 9 dias en negativo: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0122,2025-05,"Sube 3,1 puntos hasta 35 (en tension)","El score cierra el mes en 34,7 puntos (+3,1 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es 9 dias en negativo (-5,6 pts frente a la mediana), seguido de 13 dias de colchon de caja (-4,6 pts frente a la mediana). El pilar mas debil resta 5,1 puntos de penalizacion.","Vigilar 9 dias en negativo: es el driver que marca el mes que viene, y el outlook a seis meses apunta al alza.",True
COMP_0122,2025-06,"Cae 1,1 puntos hasta 34 (en tension)","El score cierra el mes en 33,6 puntos (-1,1 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es 9 dias en negativo (-5,7 pts frente a la mediana), seguido de 12 dias de colchon de caja (-4,6 pts frente a la mediana). El pilar mas debil resta 5,4 puntos de penalizacion.","Vigilar 9 dias en negativo: es el driver que marca el mes que viene, y el outlook a seis meses se mantiene plano.",True
COMP_0122,2025-07,"Cae 6,2 puntos hasta 27 (en tension)","El score cierra el mes en 27,4 puntos (-6,2 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es 0 dias de colchon de caja (-7,2 pts frente a la mediana), seguido de 9 dias en negativo (-5,8 pts frente a la mediana). El pilar mas debil resta 8,1 puntos de penalizacion.","Vigilar 0 dias de colchon de caja: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0122,2025-08,"Cae 1,8 puntos hasta 26 (en tension)","El score cierra el mes en 25,6 puntos (-1,8 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es 0 dias de colchon de caja (-8,5 pts frente a la mediana), seguido de 9 dias en negativo (-5,7 pts frente a la mediana). El pilar mas debil resta 9,2 puntos de penalizacion.","Vigilar 0 dias de colchon de caja: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0122,2025-09,"Sube 7,0 puntos hasta 33 (en tension)","El score cierra el mes en 32,6 puntos (+7,0 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es 9 dias en negativo (-5,7 pts frente a la mediana), seguido de 26 dias de colchon de caja (-4,5 pts frente a la mediana). El pilar mas debil resta 5,6 puntos de penalizacion.","Vigilar 9 dias en negativo: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0122,2025-10,Estable en 33 (en tension),"El score cierra el mes en 32,9 puntos (+0,3 frente al mes anterior), tras un bache puntual ya revertido. Lo que mas pesa en contra es 9 dias en negativo (-5,7 pts frente a la mediana), seguido de 12 dias de colchon de caja (-4,5 pts frente a la mediana). El pilar mas debil resta 5,5 puntos de penalizacion.","Vigilar 9 dias en negativo: es el driver que marca el mes que viene, y el outlook a seis meses se mantiene plano.",True
COMP_0122,2025-11,"Cae 1,1 puntos hasta 32 (en tension)","El score cierra el mes en 31,7 puntos (-1,1 frente al mes anterior), tras un bache puntual ya revertido. Lo que mas pesa en contra es 9 dias en negativo (-5,9 pts frente a la mediana), seguido de 11 dias de colchon de caja (-4,7 pts frente a la mediana). El pilar mas debil resta 5,9 puntos de penalizacion.","Vigilar 9 dias en negativo: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0122,2025-12,"Cae 1,3 puntos hasta 30 (en tension)","El score cierra el mes en 30,4 puntos (-1,3 frente al mes anterior), tras un bache puntual ya revertido. Lo que mas pesa en contra es 9 dias en negativo (-6,0 pts frente a la mediana), seguido de 11 dias de colchon de caja (-4,8 pts frente a la mediana). El pilar mas debil resta 6,3 puntos de penalizacion.","Vigilar 9 dias en negativo: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0122,2026-01,"Cae 1,3 puntos hasta 29 (en tension)","El score cierra el mes en 29,1 puntos (-1,3 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es 9 dias en negativo (-6,1 pts frente a la mediana), seguido de 10 dias de colchon de caja (-5,0 pts frente a la mediana). El pilar mas debil resta 6,9 puntos de penalizacion.","Vigilar 9 dias en negativo: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0122,2026-02,"Sube 1,2 puntos hasta 30 (en tension)","El score cierra el mes en 30,3 puntos (+1,2 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es 9 dias en negativo (-5,9 pts frente a la mediana), seguido de 10 dias de colchon de caja (-5,0 pts frente a la mediana). El pilar mas debil resta 6,6 puntos de penalizacion.","Vigilar 9 dias en negativo: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0122,2026-03,Estable en 30 (en tension),"El score cierra el mes en 29,9 puntos (-0,4 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es 9 dias en negativo (-5,9 pts frente a la mediana), seguido de 10 dias de colchon de caja (-5,0 pts frente a la mediana). El pilar mas debil resta 6,6 puntos de penalizacion.","Vigilar 9 dias en negativo: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0122,2026-04,"Sube 4,5 puntos hasta 34 (en tension)","El score cierra el mes en 34,4 puntos (+4,5 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es 9 dias en negativo (-5,3 pts frente a la mediana), seguido de 13 dias de colchon de caja (-4,6 pts frente a la mediana). El pilar mas debil resta 5,0 puntos de penalizacion.","Vigilar 9 dias en negativo: es el driver que marca el mes que viene, y el outlook a seis meses apunta al alza.",True
COMP_0122,2026-05,"Cae 4,2 puntos hasta 30 (en tension)","El score cierra el mes en 30,3 puntos (-4,2 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es 9 dias en negativo (-6,0 pts frente a la mediana), seguido de 10 dias de colchon de caja (-4,9 pts frente a la mediana). El pilar mas debil resta 6,4 puntos de penalizacion.","Vigilar 9 dias en negativo: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0122,2026-06,"Sube 3,5 puntos hasta 34 (en tension)","El score cierra el mes en 33,8 puntos (+3,5 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es 9 dias en negativo (-5,4 pts frente a la mediana), seguido de 12 dias de colchon de caja (-4,7 pts frente a la mediana). El pilar mas debil resta 5,2 puntos de penalizacion.","Vigilar 9 dias en negativo: es el driver que marca el mes que viene, y el outlook a seis meses apunta al alza.",True
COMP_0122,2026-07,Estable en 34 (en tension),"El score cierra el mes en 34,3 puntos (+0,5 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es 9 dias en negativo (-5,5 pts frente a la mediana), seguido de 12 dias de colchon de caja (-4,6 pts frente a la mediana). El pilar mas debil resta 5,1 puntos de penalizacion.","Vigilar 9 dias en negativo: es el driver que marca el mes que viene, y el outlook a seis meses apunta al alza.",True
COMP_0122,2026-08,Estable en 34 (en tension),"El score cierra el mes en 34,3 puntos (+0,0 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es 9 dias en negativo (-5,5 pts frente a la mediana), seguido de 12 dias de colchon de caja (-4,6 pts frente a la mediana). El pilar mas debil resta 5,1 puntos de penalizacion.","Vigilar 9 dias en negativo: es el driver que marca el mes que viene, y el outlook a seis meses apunta al alza.",True
COMP_0123,2024-09,Primeros meses: 61 provisional (sana),"Solo hay 1 meses de historia, asi que la lectura es provisional y no dispara alertas. Lo que mas pesa en contra es cobros +4 % frente a 12 meses (-0,9 pts frente a la mediana), seguido de flujo operativo neto -0 % de los cobros (-0,6 pts frente a la mediana). En el otro lado, 1 dias en negativo (+0,8 pts frente a la mediana).","Vigilar cobros +4 % frente a 12 meses: es el driver que marca el mes que viene, y el suelo del outlook a seis meses entra en una banda peor.",True
COMP_0123,2024-10,Primeros meses: 60 provisional (a vigilar),"Solo hay 2 meses de historia, asi que la lectura es provisional y no dispara alertas. Lo que mas pesa en contra es cobros +4 % frente a 12 meses (-0,9 pts frente a la mediana), seguido de flujo operativo neto -1 % de los cobros (-0,6 pts frente a la mediana). En el otro lado, 1 dias en negativo (+0,6 pts frente a la mediana).","Vigilar cobros +4 % frente a 12 meses: es el driver que marca el mes que viene, y el outlook a seis meses se mantiene plano.",True
COMP_0123,2024-11,Primeros meses: 57 provisional (a vigilar),"Solo hay 3 meses de historia, asi que la lectura es provisional y no dispara alertas. Lo que mas pesa en contra es cobros -3 % frente a 12 meses (-1,1 pts frente a la mediana), seguido de 41 % de las facturas propias pagadas tarde (-0,7 pts frente a la mediana).","Vigilar cobros -3 % frente a 12 meses: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0123,2024-12,"Sube 2,2 puntos hasta 59 (a vigilar)","El score cierra el mes en 59,3 puntos (+2,2 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es cobros +5 % frente a 12 meses (-1,0 pts frente a la mediana), seguido de flujo operativo neto -1 % de los cobros (-0,7 pts frente a la mediana). En el otro lado, 1 dias en negativo (+0,6 pts frente a la mediana).","Vigilar cobros +5 % frente a 12 meses: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0123,2025-01,Estable en 60 (a vigilar),"El score cierra el mes en 60,0 puntos (+0,7 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es cobros +5 % frente a 12 meses (-0,9 pts frente a la mediana), seguido de flujo operativo neto -0 % de los cobros (-0,6 pts frente a la mediana). En el otro lado, 1 dias en negativo (+0,7 pts frente a la mediana).","Vigilar cobros +5 % frente a 12 meses: es el driver que marca el mes que viene, y el outlook a seis meses se mantiene plano.",True
